	Time [s]	Minimum [K]	Maximum [K]	Average [K]	
1	1.e-002	310.15	310.15	310.15	
2	2.e-002	310.15	310.15	310.15	
3	5.e-002	310.14	310.14	310.14	
4	0.14	310.13	310.13	310.13	
5	0.24	310.13	310.13	310.13	
6	0.34	310.12	310.12	310.12	
7	0.44	310.12	310.12	310.12	
8	0.54	310.12	310.12	310.12	
9	0.64	310.12	310.12	310.12	
10	0.74	310.12	310.12	310.12	
11	0.84	310.12	310.12	310.12	
12	0.94	310.12	310.12	310.12	
13	1.04	310.13	310.13	310.13	
14	1.14	310.13	310.13	310.13	
15	1.24	310.13	310.13	310.13	
16	1.34	310.13	310.13	310.13	
17	1.44	310.13	310.13	310.13	
18	1.54	310.13	310.13	310.13	
19	1.64	310.14	310.14	310.14	
20	1.74	310.14	310.14	310.14	
21	1.84	310.14	310.14	310.14	
22	1.94	310.14	310.14	310.14	
23	2.04	310.14	310.14	310.14	
24	2.14	310.14	310.14	310.14	
25	2.24	310.13	310.13	310.13	
26	2.34	310.13	310.13	310.13	
27	2.44	310.13	310.13	310.13	
28	2.54	310.13	310.13	310.13	
29	2.64	310.13	310.13	310.13	
30	2.74	310.12	310.12	310.12	
31	2.84	310.12	310.12	310.12	
32	2.94	310.12	310.12	310.12	
33	3.04	310.12	310.12	310.12	
34	3.14	310.11	310.11	310.11	
35	3.24	310.11	310.11	310.11	
36	3.34	310.1	310.1	310.1	
37	3.44	310.1	310.1	310.1	
38	3.54	310.1	310.1	310.1	
39	3.64	310.09	310.09	310.09	
40	3.74	310.09	310.09	310.09	
41	3.84	310.08	310.08	310.08	
42	3.94	310.08	310.08	310.08	
43	4.04	310.07	310.07	310.07	
44	4.14	310.07	310.07	310.07	
45	4.24	310.06	310.06	310.06	
46	4.34	310.06	310.06	310.06	
47	4.44	310.05	310.05	310.05	
48	4.54	310.05	310.05	310.05	
49	4.64	310.04	310.04	310.04	
50	4.74	310.04	310.04	310.04	
51	4.84	310.03	310.03	310.03	
52	4.94	310.03	310.03	310.03	
53	5.04	310.02	310.02	310.02	
54	5.14	310.01	310.01	310.01	
55	5.24	310.01	310.01	310.01	
56	5.34	310.	310.	310.	
57	5.44	310.	310.	310.	
58	5.54	309.99	309.99	309.99	
59	5.64	309.98	309.98	309.98	
60	5.74	309.98	309.98	309.98	
61	5.84	309.97	309.97	309.97	
62	5.94	309.96	309.96	309.96	
63	6.04	309.96	309.96	309.96	
64	6.14	309.95	309.95	309.95	
65	6.24	309.95	309.95	309.95	
66	6.34	309.94	309.94	309.94	
67	6.44	309.93	309.93	309.93	
68	6.54	309.93	309.93	309.93	
69	6.64	309.92	309.92	309.92	
70	6.74	309.91	309.91	309.91	
71	6.84	309.91	309.91	309.91	
72	6.94	309.9	309.9	309.9	
73	7.04	309.89	309.89	309.89	
74	7.14	309.89	309.89	309.89	
75	7.24	309.88	309.88	309.88	
76	7.34	309.87	309.87	309.87	
77	7.44	309.87	309.87	309.87	
78	7.54	309.86	309.86	309.86	
79	7.64	309.85	309.85	309.85	
80	7.74	309.85	309.85	309.85	
81	7.84	309.84	309.84	309.84	
82	7.94	309.83	309.83	309.83	
83	8.04	309.83	309.83	309.83	
84	8.14	309.82	309.82	309.82	
85	8.24	309.81	309.81	309.81	
86	8.34	309.81	309.81	309.81	
87	8.44	309.8	309.8	309.8	
88	8.54	309.79	309.79	309.79	
89	8.64	309.79	309.79	309.79	
90	8.74	309.78	309.78	309.78	
91	8.84	309.77	309.77	309.77	
92	8.94	309.77	309.77	309.77	
93	9.04	309.76	309.76	309.76	
94	9.14	309.75	309.75	309.75	
95	9.24	309.75	309.75	309.75	
96	9.34	309.74	309.74	309.74	
97	9.44	309.73	309.73	309.73	
98	9.54	309.73	309.73	309.73	
99	9.64	309.72	309.72	309.72	
100	9.74	309.71	309.71	309.71	
101	9.84	309.71	309.71	309.71	
102	9.94	309.7	309.7	309.7	
103	10.04	309.69	309.69	309.69	
104	10.14	309.69	309.69	309.69	
105	10.24	309.68	309.68	309.68	
106	10.34	309.67	309.67	309.67	
107	10.44	309.67	309.67	309.67	
108	10.54	309.66	309.66	309.66	
109	10.64	309.65	309.65	309.65	
110	10.74	309.65	309.65	309.65	
111	10.84	309.64	309.64	309.64	
112	10.94	309.63	309.63	309.63	
113	11.04	309.63	309.63	309.63	
114	11.14	309.62	309.62	309.62	
115	11.24	309.61	309.61	309.61	
116	11.34	309.61	309.61	309.61	
117	11.44	309.6	309.6	309.6	
118	11.54	309.59	309.59	309.59	
119	11.64	309.59	309.59	309.59	
120	11.74	309.58	309.58	309.58	
121	11.84	309.57	309.57	309.57	
122	11.94	309.57	309.57	309.57	
123	12.04	309.56	309.56	309.56	
124	12.14	309.56	309.56	309.56	
125	12.24	309.55	309.55	309.55	
126	12.34	309.54	309.54	309.54	
127	12.44	309.54	309.54	309.54	
128	12.54	309.53	309.53	309.53	
129	12.64	309.52	309.52	309.52	
130	12.74	309.52	309.52	309.52	
131	12.84	309.51	309.51	309.51	
132	12.94	309.5	309.5	309.5	
133	13.04	309.5	309.5	309.5	
134	13.14	309.49	309.49	309.49	
135	13.24	309.48	309.48	309.48	
136	13.34	309.48	309.48	309.48	
137	13.44	309.47	309.47	309.47	
138	13.54	309.46	309.46	309.46	
139	13.64	309.46	309.46	309.46	
140	13.74	309.45	309.45	309.45	
141	13.84	309.45	309.45	309.45	
142	13.94	309.44	309.44	309.44	
143	14.04	309.43	309.43	309.43	
144	14.14	309.43	309.43	309.43	
145	14.24	309.42	309.42	309.42	
146	14.34	309.41	309.41	309.41	
147	14.44	309.41	309.41	309.41	
148	14.54	309.4	309.4	309.4	
149	14.64	309.39	309.39	309.39	
150	14.74	309.39	309.39	309.39	
151	14.84	309.38	309.38	309.38	
152	14.94	309.38	309.38	309.38	
153	15.04	309.37	309.37	309.37	
154	15.14	309.36	309.36	309.36	
155	15.24	309.36	309.36	309.36	
156	15.34	309.35	309.35	309.35	
157	15.44	309.34	309.34	309.34	
158	15.54	309.34	309.34	309.34	
159	15.64	309.33	309.33	309.33	
160	15.74	309.33	309.33	309.33	
161	15.84	309.32	309.32	309.32	
162	15.94	309.31	309.31	309.31	
163	16.04	309.31	309.31	309.31	
164	16.14	309.3	309.3	309.3	
165	16.24	309.3	309.3	309.3	
166	16.34	309.29	309.29	309.29	
167	16.44	309.28	309.28	309.28	
168	16.54	309.28	309.28	309.28	
169	16.64	309.27	309.27	309.27	
170	16.74	309.27	309.27	309.27	
171	16.84	309.26	309.26	309.26	
172	16.94	309.25	309.25	309.25	
173	17.04	309.25	309.25	309.25	
174	17.14	309.24	309.24	309.24	
175	17.24	309.23	309.23	309.23	
176	17.34	309.23	309.23	309.23	
177	17.44	309.22	309.22	309.22	
178	17.54	309.22	309.22	309.22	
179	17.64	309.21	309.21	309.21	
180	17.74	309.21	309.21	309.21	
181	17.84	309.2	309.2	309.2	
182	17.94	309.19	309.19	309.19	
183	18.04	309.19	309.19	309.19	
184	18.14	309.18	309.18	309.18	
185	18.24	309.18	309.18	309.18	
186	18.34	309.17	309.17	309.17	
187	18.44	309.16	309.16	309.16	
188	18.54	309.16	309.16	309.16	
189	18.64	309.15	309.15	309.15	
190	18.74	309.15	309.15	309.15	
191	18.84	309.14	309.14	309.14	
192	18.94	309.13	309.13	309.13	
193	19.04	309.13	309.13	309.13	
194	19.14	309.12	309.12	309.12	
195	19.24	309.12	309.12	309.12	
196	19.34	309.11	309.11	309.11	
197	19.44	309.11	309.11	309.11	
198	19.54	309.1	309.1	309.1	
199	19.64	309.09	309.09	309.09	
200	19.74	309.09	309.09	309.09	
201	19.84	309.08	309.08	309.08	
202	19.94	309.08	309.08	309.08	
203	20.04	309.07	309.07	309.07	
204	20.14	309.06	309.06	309.06	
205	20.24	309.06	309.06	309.06	
206	20.34	309.05	309.05	309.05	
207	20.44	309.05	309.05	309.05	
208	20.54	309.04	309.04	309.04	
209	20.64	309.04	309.04	309.04	
210	20.74	309.03	309.03	309.03	
211	20.84	309.02	309.02	309.02	
212	20.94	309.02	309.02	309.02	
213	21.04	309.01	309.01	309.01	
214	21.14	309.01	309.01	309.01	
215	21.24	309.	309.	309.	
216	21.34	309.	309.	309.	
217	21.44	308.99	308.99	308.99	
218	21.54	308.99	308.99	308.99	
219	21.64	308.98	308.98	308.98	
220	21.74	308.97	308.97	308.97	
221	21.84	308.97	308.97	308.97	
222	21.94	308.96	308.96	308.96	
223	22.04	308.96	308.96	308.96	
224	22.14	308.95	308.95	308.95	
225	22.24	308.95	308.95	308.95	
226	22.34	308.94	308.94	308.94	
227	22.44	308.94	308.94	308.94	
228	22.54	308.93	308.93	308.93	
229	22.64	308.92	308.92	308.92	
230	22.74	308.92	308.92	308.92	
231	22.84	308.91	308.91	308.91	
232	22.94	308.91	308.91	308.91	
233	23.04	308.9	308.9	308.9	
234	23.14	308.9	308.9	308.9	
235	23.24	308.89	308.89	308.89	
236	23.34	308.89	308.89	308.89	
237	23.44	308.88	308.88	308.88	
238	23.54	308.87	308.87	308.87	
239	23.64	308.87	308.87	308.87	
240	23.74	308.86	308.86	308.86	
241	23.84	308.86	308.86	308.86	
242	23.94	308.85	308.85	308.85	
243	24.04	308.85	308.85	308.85	
244	24.14	308.84	308.84	308.84	
245	24.24	308.84	308.84	308.84	
246	24.34	308.83	308.83	308.83	
247	24.44	308.83	308.83	308.83	
248	24.54	308.82	308.82	308.82	
249	24.64	308.82	308.82	308.82	
250	24.74	308.81	308.81	308.81	
251	24.84	308.8	308.8	308.8	
252	24.94	308.8	308.8	308.8	
253	25.04	308.79	308.79	308.79	
254	25.14	308.79	308.79	308.79	
255	25.24	308.78	308.78	308.78	
256	25.34	308.78	308.78	308.78	
257	25.44	308.77	308.77	308.77	
258	25.54	308.77	308.77	308.77	
259	25.64	308.76	308.76	308.76	
260	25.74	308.76	308.76	308.76	
261	25.84	308.75	308.75	308.75	
262	25.94	308.75	308.75	308.75	
263	26.04	308.74	308.74	308.74	
264	26.14	308.74	308.74	308.74	
265	26.24	308.73	308.73	308.73	
266	26.34	308.73	308.73	308.73	
267	26.44	308.72	308.72	308.72	
268	26.54	308.71	308.71	308.71	
269	26.64	308.71	308.71	308.71	
270	26.74	308.7	308.7	308.7	
271	26.84	308.7	308.7	308.7	
272	26.94	308.69	308.69	308.69	
273	27.04	308.69	308.69	308.69	
274	27.14	308.68	308.68	308.68	
275	27.24	308.68	308.68	308.68	
276	27.34	308.67	308.67	308.67	
277	27.44	308.67	308.67	308.67	
278	27.54	308.66	308.66	308.66	
279	27.64	308.66	308.66	308.66	
280	27.74	308.65	308.65	308.65	
281	27.84	308.65	308.65	308.65	
282	27.94	308.64	308.64	308.64	
283	28.04	308.64	308.64	308.64	
284	28.14	308.63	308.63	308.63	
285	28.24	308.63	308.63	308.63	
286	28.34	308.62	308.62	308.62	
287	28.44	308.62	308.62	308.62	
288	28.54	308.61	308.61	308.61	
289	28.64	308.61	308.61	308.61	
290	28.74	308.6	308.6	308.6	
291	28.84	308.6	308.6	308.6	
292	28.94	308.59	308.59	308.59	
293	29.04	308.59	308.59	308.59	
294	29.14	308.58	308.58	308.58	
295	29.24	308.58	308.58	308.58	
296	29.34	308.57	308.57	308.57	
297	29.44	308.57	308.57	308.57	
298	29.54	308.56	308.56	308.56	
299	29.64	308.56	308.56	308.56	
300	29.74	308.55	308.55	308.55	
301	29.84	308.55	308.55	308.55	
302	29.94	308.54	308.54	308.54	
303	30.04	308.54	308.54	308.54	
304	30.14	308.53	308.53	308.53	
305	30.24	308.53	308.53	308.53	
306	30.34	308.52	308.52	308.52	
307	30.44	308.52	308.52	308.52	
308	30.54	308.51	308.51	308.51	
309	30.64	308.51	308.51	308.51	
310	30.74	308.5	308.5	308.5	
311	30.84	308.5	308.5	308.5	
312	30.94	308.49	308.49	308.49	
313	31.04	308.49	308.49	308.49	
314	31.14	308.48	308.48	308.48	
315	31.24	308.48	308.48	308.48	
316	31.34	308.47	308.47	308.47	
317	31.44	308.47	308.47	308.47	
318	31.54	308.46	308.46	308.46	
319	31.64	308.46	308.46	308.46	
320	31.74	308.45	308.45	308.45	
321	31.84	308.45	308.45	308.45	
322	31.94	308.44	308.44	308.44	
323	32.04	308.44	308.44	308.44	
324	32.14	308.43	308.43	308.43	
325	32.24	308.43	308.43	308.43	
326	32.34	308.42	308.42	308.42	
327	32.44	308.42	308.42	308.42	
328	32.54	308.41	308.41	308.41	
329	32.64	308.41	308.41	308.41	
330	32.74	308.4	308.4	308.4	
331	32.84	308.4	308.4	308.4	
332	32.94	308.39	308.39	308.39	
333	33.04	308.39	308.39	308.39	
334	33.14	308.38	308.38	308.38	
335	33.24	308.38	308.38	308.38	
336	33.34	308.37	308.37	308.37	
337	33.44	308.37	308.37	308.37	
338	33.54	308.36	308.36	308.36	
339	33.64	308.36	308.36	308.36	
340	33.74	308.35	308.35	308.35	
341	33.84	308.35	308.35	308.35	
342	33.94	308.34	308.34	308.34	
343	34.04	308.34	308.34	308.34	
344	34.14	308.34	308.34	308.34	
345	34.24	308.33	308.33	308.33	
346	34.34	308.33	308.33	308.33	
347	34.44	308.32	308.32	308.32	
348	34.54	308.32	308.32	308.32	
349	34.64	308.31	308.31	308.31	
350	34.74	308.31	308.31	308.31	
351	34.84	308.3	308.3	308.3	
352	34.94	308.3	308.3	308.3	
353	35.04	308.29	308.29	308.29	
354	35.14	308.29	308.29	308.29	
355	35.24	308.28	308.28	308.28	
356	35.34	308.28	308.28	308.28	
357	35.44	308.27	308.27	308.27	
358	35.54	308.27	308.27	308.27	
359	35.64	308.26	308.26	308.26	
360	35.74	308.26	308.26	308.26	
361	35.84	308.25	308.25	308.25	
362	35.94	308.25	308.25	308.25	
363	36.04	308.25	308.25	308.25	
364	36.14	308.24	308.24	308.24	
365	36.24	308.24	308.24	308.24	
366	36.34	308.23	308.23	308.23	
367	36.44	308.23	308.23	308.23	
368	36.54	308.22	308.22	308.22	
369	36.64	308.22	308.22	308.22	
370	36.74	308.21	308.21	308.21	
371	36.84	308.21	308.21	308.21	
372	36.94	308.2	308.2	308.2	
373	37.04	308.2	308.2	308.2	
374	37.14	308.19	308.19	308.19	
375	37.24	308.19	308.19	308.19	
376	37.34	308.18	308.18	308.18	
377	37.44	308.18	308.18	308.18	
378	37.54	308.18	308.18	308.18	
379	37.64	308.17	308.17	308.17	
380	37.74	308.17	308.17	308.17	
381	37.84	308.16	308.16	308.16	
382	37.94	308.16	308.16	308.16	
383	38.04	308.15	308.15	308.15	
384	38.14	308.15	308.15	308.15	
385	38.24	308.14	308.14	308.14	
386	38.34	308.14	308.14	308.14	
387	38.44	308.13	308.13	308.13	
388	38.54	308.13	308.13	308.13	
389	38.64	308.12	308.12	308.12	
390	38.74	308.12	308.12	308.12	
391	38.84	308.12	308.12	308.12	
392	38.94	308.11	308.11	308.11	
393	39.04	308.11	308.11	308.11	
394	39.14	308.1	308.1	308.1	
395	39.24	308.1	308.1	308.1	
396	39.34	308.09	308.09	308.09	
397	39.44	308.09	308.09	308.09	
398	39.54	308.08	308.08	308.08	
399	39.64	308.08	308.08	308.08	
400	39.74	308.07	308.07	308.07	
401	39.84	308.07	308.07	308.07	
402	39.94	308.07	308.07	308.07	
403	40.04	308.06	308.06	308.06	
404	40.14	308.06	308.06	308.06	
405	40.24	308.05	308.05	308.05	
406	40.34	308.05	308.05	308.05	
407	40.44	308.04	308.04	308.04	
408	40.54	308.04	308.04	308.04	
409	40.64	308.03	308.03	308.03	
410	40.74	308.03	308.03	308.03	
411	40.84	308.02	308.02	308.02	
412	40.94	308.02	308.02	308.02	
413	41.04	308.02	308.02	308.02	
414	41.14	308.01	308.01	308.01	
415	41.24	308.01	308.01	308.01	
416	41.34	308.	308.	308.	
417	41.44	308.	308.	308.	
418	41.54	307.99	307.99	307.99	
419	41.64	307.99	307.99	307.99	
420	41.74	307.98	307.98	307.98	
421	41.84	307.98	307.98	307.98	
422	41.94	307.98	307.98	307.98	
423	42.04	307.97	307.97	307.97	
424	42.14	307.97	307.97	307.97	
425	42.24	307.96	307.96	307.96	
426	42.34	307.96	307.96	307.96	
427	42.44	307.95	307.95	307.95	
428	42.54	307.95	307.95	307.95	
429	42.64	307.94	307.94	307.94	
430	42.74	307.94	307.94	307.94	
431	42.84	307.94	307.94	307.94	
432	42.94	307.93	307.93	307.93	
433	43.04	307.93	307.93	307.93	
434	43.14	307.92	307.92	307.92	
435	43.24	307.92	307.92	307.92	
436	43.34	307.91	307.91	307.91	
437	43.44	307.91	307.91	307.91	
438	43.54	307.9	307.9	307.9	
439	43.64	307.9	307.9	307.9	
440	43.74	307.9	307.9	307.9	
441	43.84	307.89	307.89	307.89	
442	43.94	307.89	307.89	307.89	
443	44.04	307.88	307.88	307.88	
444	44.14	307.88	307.88	307.88	
445	44.24	307.87	307.87	307.87	
446	44.34	307.87	307.87	307.87	
447	44.44	307.86	307.86	307.86	
448	44.54	307.86	307.86	307.86	
449	44.64	307.86	307.86	307.86	
450	44.74	307.85	307.85	307.85	
451	44.84	307.85	307.85	307.85	
452	44.94	307.84	307.84	307.84	
453	45.04	307.84	307.84	307.84	
454	45.14	307.83	307.83	307.83	
455	45.24	307.83	307.83	307.83	
456	45.34	307.83	307.83	307.83	
457	45.44	307.82	307.82	307.82	
458	45.54	307.82	307.82	307.82	
459	45.64	307.81	307.81	307.81	
460	45.74	307.81	307.81	307.81	
461	45.84	307.8	307.8	307.8	
462	45.94	307.8	307.8	307.8	
463	46.04	307.8	307.8	307.8	
464	46.14	307.79	307.79	307.79	
465	46.24	307.79	307.79	307.79	
466	46.34	307.78	307.78	307.78	
467	46.44	307.78	307.78	307.78	
468	46.54	307.77	307.77	307.77	
469	46.64	307.77	307.77	307.77	
470	46.74	307.77	307.77	307.77	
471	46.84	307.76	307.76	307.76	
472	46.94	307.76	307.76	307.76	
473	47.04	307.75	307.75	307.75	
474	47.14	307.75	307.75	307.75	
475	47.24	307.74	307.74	307.74	
476	47.34	307.74	307.74	307.74	
477	47.44	307.74	307.74	307.74	
478	47.54	307.73	307.73	307.73	
479	47.64	307.73	307.73	307.73	
480	47.74	307.72	307.72	307.72	
481	47.84	307.72	307.72	307.72	
482	47.94	307.71	307.71	307.71	
483	48.04	307.71	307.71	307.71	
484	48.14	307.71	307.71	307.71	
485	48.24	307.7	307.7	307.7	
486	48.34	307.7	307.7	307.7	
487	48.44	307.69	307.69	307.69	
488	48.54	307.69	307.69	307.69	
489	48.64	307.68	307.68	307.68	
490	48.74	307.68	307.68	307.68	
491	48.84	307.68	307.68	307.68	
492	48.94	307.67	307.67	307.67	
493	49.04	307.67	307.67	307.67	
494	49.14	307.66	307.66	307.66	
495	49.24	307.66	307.66	307.66	
496	49.34	307.65	307.65	307.65	
497	49.44	307.65	307.65	307.65	
498	49.54	307.65	307.65	307.65	
499	49.64	307.64	307.64	307.64	
500	49.74	307.64	307.64	307.64	
501	49.84	307.63	307.63	307.63	
502	49.94	307.63	307.63	307.63	
503	50.04	307.63	307.63	307.63	
504	50.14	307.62	307.62	307.62	
505	50.24	307.62	307.62	307.62	
506	50.34	307.61	307.61	307.61	
507	50.44	307.61	307.61	307.61	
508	50.54	307.6	307.6	307.6	
509	50.64	307.6	307.6	307.6	
510	50.74	307.6	307.6	307.6	
511	50.84	307.59	307.59	307.59	
512	50.94	307.59	307.59	307.59	
513	51.04	307.58	307.58	307.58	
514	51.14	307.58	307.58	307.58	
515	51.24	307.58	307.58	307.58	
516	51.34	307.57	307.57	307.57	
517	51.44	307.57	307.57	307.57	
518	51.54	307.56	307.56	307.56	
519	51.64	307.56	307.56	307.56	
520	51.74	307.55	307.55	307.55	
521	51.84	307.55	307.55	307.55	
522	51.94	307.55	307.55	307.55	
523	52.04	307.54	307.54	307.54	
524	52.14	307.54	307.54	307.54	
525	52.24	307.53	307.53	307.53	
526	52.34	307.53	307.53	307.53	
527	52.44	307.53	307.53	307.53	
528	52.54	307.52	307.52	307.52	
529	52.64	307.52	307.52	307.52	
530	52.74	307.51	307.51	307.51	
531	52.84	307.51	307.51	307.51	
532	52.94	307.5	307.5	307.5	
533	53.04	307.5	307.5	307.5	
534	53.14	307.5	307.5	307.5	
535	53.24	307.49	307.49	307.49	
536	53.34	307.49	307.49	307.49	
537	53.44	307.48	307.48	307.48	
538	53.54	307.48	307.48	307.48	
539	53.64	307.48	307.48	307.48	
540	53.74	307.47	307.47	307.47	
541	53.84	307.47	307.47	307.47	
542	53.94	307.46	307.46	307.46	
543	54.04	307.46	307.46	307.46	
544	54.14	307.46	307.46	307.46	
545	54.24	307.45	307.45	307.45	
546	54.34	307.45	307.45	307.45	
547	54.44	307.44	307.44	307.44	
548	54.54	307.44	307.44	307.44	
549	54.64	307.44	307.44	307.44	
550	54.74	307.43	307.43	307.43	
551	54.84	307.43	307.43	307.43	
552	54.94	307.42	307.42	307.42	
553	55.04	307.42	307.42	307.42	
554	55.14	307.41	307.41	307.41	
555	55.24	307.41	307.41	307.41	
556	55.34	307.41	307.41	307.41	
557	55.44	307.4	307.4	307.4	
558	55.54	307.4	307.4	307.4	
559	55.64	307.39	307.39	307.39	
560	55.74	307.39	307.39	307.39	
561	55.84	307.39	307.39	307.39	
562	55.94	307.38	307.38	307.38	
563	56.04	307.38	307.38	307.38	
564	56.14	307.37	307.37	307.37	
565	56.24	307.37	307.37	307.37	
566	56.34	307.37	307.37	307.37	
567	56.44	307.36	307.36	307.36	
568	56.54	307.36	307.36	307.36	
569	56.64	307.35	307.35	307.35	
570	56.74	307.35	307.35	307.35	
571	56.84	307.35	307.35	307.35	
572	56.94	307.34	307.34	307.34	
573	57.04	307.34	307.34	307.34	
574	57.14	307.33	307.33	307.33	
575	57.24	307.33	307.33	307.33	
576	57.34	307.33	307.33	307.33	
577	57.44	307.32	307.32	307.32	
578	57.54	307.32	307.32	307.32	
579	57.64	307.31	307.31	307.31	
580	57.74	307.31	307.31	307.31	
581	57.84	307.31	307.31	307.31	
582	57.94	307.3	307.3	307.3	
583	58.04	307.3	307.3	307.3	
584	58.14	307.29	307.29	307.29	
585	58.24	307.29	307.29	307.29	
586	58.34	307.29	307.29	307.29	
587	58.44	307.28	307.28	307.28	
588	58.54	307.28	307.28	307.28	
589	58.64	307.27	307.27	307.27	
590	58.74	307.27	307.27	307.27	
591	58.84	307.27	307.27	307.27	
592	58.94	307.26	307.26	307.26	
593	59.04	307.26	307.26	307.26	
594	59.14	307.25	307.25	307.25	
595	59.24	307.25	307.25	307.25	
596	59.34	307.25	307.25	307.25	
597	59.44	307.24	307.24	307.24	
598	59.54	307.24	307.24	307.24	
599	59.64	307.23	307.23	307.23	
600	59.74	307.23	307.23	307.23	
601	59.84	307.23	307.23	307.23	
602	59.94	307.22	307.22	307.22	
603	60.04	307.22	307.22	307.22	
604	60.14	307.22	307.22	307.22	
605	60.24	307.21	307.21	307.21	
606	60.34	307.21	307.21	307.21	
607	60.44	307.2	307.2	307.2	
608	60.54	307.2	307.2	307.2	
609	60.64	307.2	307.2	307.2	
610	60.74	307.19	307.19	307.19	
611	60.84	307.19	307.19	307.19	
612	60.94	307.18	307.18	307.18	
613	61.04	307.18	307.18	307.18	
614	61.14	307.18	307.18	307.18	
615	61.24	307.17	307.17	307.17	
616	61.34	307.17	307.17	307.17	
617	61.44	307.16	307.16	307.16	
618	61.54	307.16	307.16	307.16	
619	61.64	307.16	307.16	307.16	
620	61.74	307.15	307.15	307.15	
621	61.84	307.15	307.15	307.15	
622	61.94	307.14	307.14	307.14	
623	62.04	307.14	307.14	307.14	
624	62.14	307.14	307.14	307.14	
625	62.24	307.13	307.13	307.13	
626	62.34	307.13	307.13	307.13	
627	62.44	307.13	307.13	307.13	
628	62.54	307.12	307.12	307.12	
629	62.64	307.12	307.12	307.12	
630	62.74	307.11	307.11	307.11	
631	62.84	307.11	307.11	307.11	
632	62.94	307.11	307.11	307.11	
633	63.04	307.1	307.1	307.1	
634	63.14	307.1	307.1	307.1	
635	63.24	307.09	307.09	307.09	
636	63.34	307.09	307.09	307.09	
637	63.44	307.09	307.09	307.09	
638	63.54	307.08	307.08	307.08	
639	63.64	307.08	307.08	307.08	
640	63.74	307.08	307.08	307.08	
641	63.84	307.07	307.07	307.07	
642	63.94	307.07	307.07	307.07	
643	64.04	307.06	307.06	307.06	
644	64.14	307.06	307.06	307.06	
645	64.24	307.06	307.06	307.06	
646	64.34	307.05	307.05	307.05	
647	64.44	307.05	307.05	307.05	
648	64.54	307.04	307.04	307.04	
649	64.64	307.04	307.04	307.04	
650	64.74	307.04	307.04	307.04	
651	64.84	307.03	307.03	307.03	
652	64.94	307.03	307.03	307.03	
653	65.04	307.03	307.03	307.03	
654	65.14	307.02	307.02	307.02	
655	65.24	307.02	307.02	307.02	
656	65.34	307.01	307.01	307.01	
657	65.44	307.01	307.01	307.01	
658	65.54	307.01	307.01	307.01	
659	65.64	307.	307.	307.	
660	65.74	307.	307.	307.	
661	65.84	306.99	306.99	306.99	
662	65.94	306.99	306.99	306.99	
663	66.04	306.99	306.99	306.99	
664	66.14	306.98	306.98	306.98	
665	66.24	306.98	306.98	306.98	
666	66.34	306.98	306.98	306.98	
667	66.44	306.97	306.97	306.97	
668	66.54	306.97	306.97	306.97	
669	66.64	306.96	306.96	306.96	
670	66.74	306.96	306.96	306.96	
671	66.84	306.96	306.96	306.96	
672	66.94	306.95	306.95	306.95	
673	67.04	306.95	306.95	306.95	
674	67.14	306.95	306.95	306.95	
675	67.24	306.94	306.94	306.94	
676	67.34	306.94	306.94	306.94	
677	67.44	306.93	306.93	306.93	
678	67.54	306.93	306.93	306.93	
679	67.64	306.93	306.93	306.93	
680	67.74	306.92	306.92	306.92	
681	67.84	306.92	306.92	306.92	
682	67.94	306.92	306.92	306.92	
683	68.04	306.91	306.91	306.91	
684	68.14	306.91	306.91	306.91	
685	68.24	306.9	306.9	306.9	
686	68.34	306.9	306.9	306.9	
687	68.44	306.9	306.9	306.9	
688	68.54	306.89	306.89	306.89	
689	68.64	306.89	306.89	306.89	
690	68.74	306.89	306.89	306.89	
691	68.84	306.88	306.88	306.88	
692	68.94	306.88	306.88	306.88	
693	69.04	306.87	306.87	306.87	
694	69.14	306.87	306.87	306.87	
695	69.24	306.87	306.87	306.87	
696	69.34	306.86	306.86	306.86	
697	69.44	306.86	306.86	306.86	
698	69.54	306.86	306.86	306.86	
699	69.64	306.85	306.85	306.85	
700	69.74	306.85	306.85	306.85	
701	69.84	306.84	306.84	306.84	
702	69.94	306.84	306.84	306.84	
703	70.04	306.84	306.84	306.84	
704	70.14	306.83	306.83	306.83	
705	70.24	306.83	306.83	306.83	
706	70.34	306.83	306.83	306.83	
707	70.44	306.82	306.82	306.82	
708	70.54	306.82	306.82	306.82	
709	70.64	306.81	306.81	306.81	
710	70.74	306.81	306.81	306.81	
711	70.84	306.81	306.81	306.81	
712	70.94	306.8	306.8	306.8	
713	71.04	306.8	306.8	306.8	
714	71.14	306.8	306.8	306.8	
715	71.24	306.79	306.79	306.79	
716	71.34	306.79	306.79	306.79	
717	71.44	306.78	306.78	306.78	
718	71.54	306.78	306.78	306.78	
719	71.64	306.78	306.78	306.78	
720	71.74	306.77	306.77	306.77	
721	71.84	306.77	306.77	306.77	
722	71.94	306.77	306.77	306.77	
723	72.04	306.76	306.76	306.76	
724	72.14	306.76	306.76	306.76	
725	72.24	306.76	306.76	306.76	
726	72.34	306.75	306.75	306.75	
727	72.44	306.75	306.75	306.75	
728	72.54	306.74	306.74	306.74	
729	72.64	306.74	306.74	306.74	
730	72.74	306.74	306.74	306.74	
731	72.84	306.73	306.73	306.73	
732	72.94	306.73	306.73	306.73	
733	73.04	306.73	306.73	306.73	
734	73.14	306.72	306.72	306.72	
735	73.24	306.72	306.72	306.72	
736	73.34	306.71	306.71	306.71	
