	Time [s]	Minimum [K]	Maximum [K]	Average [K]	
85	8.24	310.14	310.14	310.14	
86	8.34	310.14	310.14	310.14	
87	8.44	310.14	310.14	310.14	
88	8.54	310.14	310.14	310.14	
89	8.64	310.14	310.14	310.14	
90	8.74	310.14	310.14	310.14	
91	8.84	310.14	310.14	310.14	
92	8.94	310.14	310.14	310.14	
93	9.04	310.14	310.14	310.14	
94	9.14	310.14	310.14	310.14	
95	9.24	310.14	310.14	310.14	
96	9.34	310.14	310.14	310.14	
97	9.44	310.14	310.14	310.14	
98	9.54	310.14	310.14	310.14	
99	9.64	310.14	310.14	310.14	
100	9.74	310.14	310.14	310.14	
101	9.84	310.14	310.14	310.14	
102	9.94	310.14	310.14	310.14	
103	10.04	310.14	310.14	310.14	
104	10.14	310.13	310.13	310.13	
105	10.24	310.13	310.13	310.13	
106	10.34	310.13	310.13	310.13	
107	10.44	310.13	310.13	310.13	
108	10.54	310.13	310.13	310.13	
109	10.64	310.13	310.13	310.13	
110	10.74	310.13	310.13	310.13	
111	10.84	310.13	310.13	310.13	
112	10.94	310.13	310.13	310.13	
113	11.04	310.13	310.13	310.13	
114	11.14	310.13	310.13	310.13	
115	11.24	310.13	310.13	310.13	
116	11.34	310.13	310.13	310.13	
117	11.44	310.12	310.12	310.12	
118	11.54	310.12	310.12	310.12	
119	11.64	310.12	310.12	310.12	
120	11.74	310.12	310.12	310.12	
121	11.84	310.12	310.12	310.12	
122	11.94	310.12	310.12	310.12	
123	12.04	310.12	310.12	310.12	
124	12.14	310.12	310.12	310.12	
125	12.24	310.12	310.12	310.12	
126	12.34	310.11	310.11	310.11	
127	12.44	310.11	310.11	310.11	
128	12.54	310.11	310.11	310.11	
129	12.64	310.11	310.11	310.11	
130	12.74	310.11	310.11	310.11	
131	12.84	310.11	310.11	310.11	
132	12.94	310.11	310.11	310.11	
133	13.04	310.11	310.11	310.11	
134	13.14	310.1	310.1	310.1	
135	13.24	310.1	310.1	310.1	
136	13.34	310.1	310.1	310.1	
137	13.44	310.1	310.1	310.1	
138	13.54	310.1	310.1	310.1	
139	13.64	310.1	310.1	310.1	
140	13.74	310.1	310.1	310.1	
141	13.84	310.09	310.09	310.09	
142	13.94	310.09	310.09	310.09	
143	14.04	310.09	310.09	310.09	
144	14.14	310.09	310.09	310.09	
145	14.24	310.09	310.09	310.09	
146	14.34	310.09	310.09	310.09	
147	14.44	310.09	310.09	310.09	
148	14.54	310.08	310.08	310.08	
149	14.64	310.08	310.08	310.08	
150	14.74	310.08	310.08	310.08	
151	14.84	310.08	310.08	310.08	
152	14.94	310.08	310.08	310.08	
153	15.04	310.08	310.08	310.08	
154	15.14	310.07	310.07	310.07	
155	15.24	310.07	310.07	310.07	
156	15.34	310.07	310.07	310.07	
157	15.44	310.07	310.07	310.07	
158	15.54	310.07	310.07	310.07	
159	15.64	310.07	310.07	310.07	
160	15.74	310.06	310.06	310.06	
161	15.84	310.06	310.06	310.06	
162	15.94	310.06	310.06	310.06	
163	16.04	310.06	310.06	310.06	
164	16.14	310.06	310.06	310.06	
165	16.24	310.05	310.05	310.05	
166	16.34	310.05	310.05	310.05	
167	16.44	310.05	310.05	310.05	
168	16.54	310.05	310.05	310.05	
169	16.64	310.05	310.05	310.05	
170	16.74	310.04	310.04	310.04	
171	16.84	310.04	310.04	310.04	
172	16.94	310.04	310.04	310.04	
173	17.04	310.04	310.04	310.04	
174	17.14	310.04	310.04	310.04	
175	17.24	310.03	310.03	310.03	
176	17.34	310.03	310.03	310.03	
177	17.44	310.03	310.03	310.03	
178	17.54	310.03	310.03	310.03	
179	17.64	310.03	310.03	310.03	
180	17.74	310.02	310.02	310.02	
181	17.84	310.02	310.02	310.02	
182	17.94	310.02	310.02	310.02	
183	18.04	310.02	310.02	310.02	
184	18.14	310.02	310.02	310.02	
185	18.24	310.01	310.01	310.01	
186	18.34	310.01	310.01	310.01	
187	18.44	310.01	310.01	310.01	
188	18.54	310.01	310.01	310.01	
189	18.64	310.	310.	310.	
190	18.74	310.	310.	310.	
191	18.84	310.	310.	310.	
192	18.94	310.	310.	310.	
193	19.04	310.	310.	310.	
194	19.14	309.99	309.99	309.99	
195	19.24	309.99	309.99	309.99	
196	19.34	309.99	309.99	309.99	
197	19.44	309.99	309.99	309.99	
198	19.54	309.98	309.98	309.98	
199	19.64	309.98	309.98	309.98	
200	19.74	309.98	309.98	309.98	
201	19.84	309.98	309.98	309.98	
202	19.94	309.97	309.97	309.97	
203	20.04	309.97	309.97	309.97	
204	20.14	309.97	309.97	309.97	
205	20.24	309.97	309.97	309.97	
206	20.34	309.96	309.96	309.96	
207	20.44	309.96	309.96	309.96	
208	20.54	309.96	309.96	309.96	
209	20.64	309.96	309.96	309.96	
210	20.74	309.95	309.95	309.95	
211	20.84	309.95	309.95	309.95	
212	20.94	309.95	309.95	309.95	
213	21.04	309.95	309.95	309.95	
214	21.14	309.94	309.94	309.94	
215	21.24	309.94	309.94	309.94	
216	21.34	309.94	309.94	309.94	
217	21.44	309.94	309.94	309.94	
218	21.54	309.93	309.93	309.93	
219	21.64	309.93	309.93	309.93	
220	21.74	309.93	309.93	309.93	
221	21.84	309.93	309.93	309.93	
222	21.94	309.92	309.92	309.92	
223	22.04	309.92	309.92	309.92	
224	22.14	309.92	309.92	309.92	
225	22.24	309.91	309.91	309.91	
226	22.34	309.91	309.91	309.91	
227	22.44	309.91	309.91	309.91	
228	22.54	309.91	309.91	309.91	
229	22.64	309.9	309.9	309.9	
230	22.74	309.9	309.9	309.9	
231	22.84	309.9	309.9	309.9	
232	22.94	309.9	309.9	309.9	
233	23.04	309.89	309.89	309.89	
234	23.14	309.89	309.89	309.89	
235	23.24	309.89	309.89	309.89	
236	23.34	309.88	309.88	309.88	
237	23.44	309.88	309.88	309.88	
238	23.54	309.88	309.88	309.88	
239	23.64	309.88	309.88	309.88	
240	23.74	309.87	309.87	309.87	
241	23.84	309.87	309.87	309.87	
242	23.94	309.87	309.87	309.87	
243	24.04	309.86	309.86	309.86	
244	24.14	309.86	309.86	309.86	
245	24.24	309.86	309.86	309.86	
246	24.34	309.86	309.86	309.86	
247	24.44	309.85	309.85	309.85	
248	24.54	309.85	309.85	309.85	
249	24.64	309.85	309.85	309.85	
250	24.74	309.84	309.84	309.84	
251	24.84	309.84	309.84	309.84	
252	24.94	309.84	309.84	309.84	
253	25.04	309.83	309.83	309.83	
254	25.14	309.83	309.83	309.83	
255	25.24	309.83	309.83	309.83	
256	25.34	309.83	309.83	309.83	
257	25.44	309.82	309.82	309.82	
258	25.54	309.82	309.82	309.82	
259	25.64	309.82	309.82	309.82	
260	25.74	309.81	309.81	309.81	
261	25.84	309.81	309.81	309.81	
262	25.94	309.81	309.81	309.81	
263	26.04	309.8	309.8	309.8	
264	26.14	309.8	309.8	309.8	
265	26.24	309.8	309.8	309.8	
266	26.34	309.8	309.8	309.8	
267	26.44	309.79	309.79	309.79	
268	26.54	309.79	309.79	309.79	
269	26.64	309.79	309.79	309.79	
270	26.74	309.78	309.78	309.78	
271	26.84	309.78	309.78	309.78	
272	26.94	309.78	309.78	309.78	
273	27.04	309.77	309.77	309.77	
274	27.14	309.77	309.77	309.77	
275	27.24	309.77	309.77	309.77	
276	27.34	309.76	309.76	309.76	
277	27.44	309.76	309.76	309.76	
278	27.54	309.76	309.76	309.76	
279	27.64	309.76	309.76	309.76	
280	27.74	309.75	309.75	309.75	
281	27.84	309.75	309.75	309.75	
282	27.94	309.75	309.75	309.75	
283	28.04	309.74	309.74	309.74	
284	28.14	309.74	309.74	309.74	
285	28.24	309.74	309.74	309.74	
286	28.34	309.73	309.73	309.73	
287	28.44	309.73	309.73	309.73	
288	28.54	309.73	309.73	309.73	
289	28.64	309.72	309.72	309.72	
290	28.74	309.72	309.72	309.72	
291	28.84	309.72	309.72	309.72	
292	28.94	309.71	309.71	309.71	
293	29.04	309.71	309.71	309.71	
294	29.14	309.71	309.71	309.71	
295	29.24	309.7	309.7	309.7	
296	29.34	309.7	309.7	309.7	
297	29.44	309.7	309.7	309.7	
298	29.54	309.69	309.69	309.69	
299	29.64	309.69	309.69	309.69	
300	29.74	309.69	309.69	309.69	
301	29.84	309.69	309.69	309.69	
302	29.94	309.68	309.68	309.68	
303	30.04	309.68	309.68	309.68	
304	30.14	309.68	309.68	309.68	
305	30.24	309.67	309.67	309.67	
306	30.34	309.67	309.67	309.67	
307	30.44	309.67	309.67	309.67	
308	30.54	309.66	309.66	309.66	
309	30.64	309.66	309.66	309.66	
310	30.74	309.66	309.66	309.66	
311	30.84	309.65	309.65	309.65	
312	30.94	309.65	309.65	309.65	
313	31.04	309.65	309.65	309.65	
314	31.14	309.64	309.64	309.64	
315	31.24	309.64	309.64	309.64	
316	31.34	309.64	309.64	309.64	
317	31.44	309.63	309.63	309.63	
318	31.54	309.63	309.63	309.63	
319	31.64	309.63	309.63	309.63	
320	31.74	309.62	309.62	309.62	
321	31.84	309.62	309.62	309.62	
322	31.94	309.62	309.62	309.62	
323	32.04	309.61	309.61	309.61	
324	32.14	309.61	309.61	309.61	
325	32.24	309.61	309.61	309.61	
326	32.34	309.6	309.6	309.6	
327	32.44	309.6	309.6	309.6	
328	32.54	309.6	309.6	309.6	
329	32.64	309.59	309.59	309.59	
330	32.74	309.59	309.59	309.59	
331	32.84	309.59	309.59	309.59	
332	32.94	309.58	309.58	309.58	
333	33.04	309.58	309.58	309.58	
334	33.14	309.58	309.58	309.58	
335	33.24	309.57	309.57	309.57	
336	33.34	309.57	309.57	309.57	
337	33.44	309.57	309.57	309.57	
338	33.54	309.56	309.56	309.56	
339	33.64	309.56	309.56	309.56	
340	33.74	309.56	309.56	309.56	
341	33.84	309.55	309.55	309.55	
342	33.94	309.55	309.55	309.55	
343	34.04	309.55	309.55	309.55	
344	34.14	309.54	309.54	309.54	
345	34.24	309.54	309.54	309.54	
346	34.34	309.54	309.54	309.54	
347	34.44	309.53	309.53	309.53	
348	34.54	309.53	309.53	309.53	
349	34.64	309.52	309.52	309.52	
350	34.74	309.52	309.52	309.52	
351	34.84	309.52	309.52	309.52	
352	34.94	309.51	309.51	309.51	
353	35.04	309.51	309.51	309.51	
354	35.14	309.51	309.51	309.51	
355	35.24	309.5	309.5	309.5	
356	35.34	309.5	309.5	309.5	
357	35.44	309.5	309.5	309.5	
358	35.54	309.49	309.49	309.49	
359	35.64	309.49	309.49	309.49	
360	35.74	309.49	309.49	309.49	
361	35.84	309.48	309.48	309.48	
362	35.94	309.48	309.48	309.48	
363	36.04	309.48	309.48	309.48	
364	36.14	309.47	309.47	309.47	
365	36.24	309.47	309.47	309.47	
366	36.34	309.47	309.47	309.47	
367	36.44	309.46	309.46	309.46	
368	36.54	309.46	309.46	309.46	
369	36.64	309.46	309.46	309.46	
370	36.74	309.45	309.45	309.45	
371	36.84	309.45	309.45	309.45	
372	36.94	309.45	309.45	309.45	
373	37.04	309.44	309.44	309.44	
374	37.14	309.44	309.44	309.44	
375	37.24	309.44	309.44	309.44	
376	37.34	309.43	309.43	309.43	
377	37.44	309.43	309.43	309.43	
378	37.54	309.43	309.43	309.43	
379	37.64	309.42	309.42	309.42	
380	37.74	309.42	309.42	309.42	
381	37.84	309.41	309.41	309.41	
382	37.94	309.41	309.41	309.41	
383	38.04	309.41	309.41	309.41	
384	38.14	309.4	309.4	309.4	
385	38.24	309.4	309.4	309.4	
386	38.34	309.4	309.4	309.4	
387	38.44	309.39	309.39	309.39	
388	38.54	309.39	309.39	309.39	
389	38.64	309.39	309.39	309.39	
390	38.74	309.38	309.38	309.38	
391	38.84	309.38	309.38	309.38	
392	38.94	309.38	309.38	309.38	
393	39.04	309.37	309.37	309.37	
394	39.14	309.37	309.37	309.37	
395	39.24	309.37	309.37	309.37	
396	39.34	309.36	309.36	309.36	
397	39.44	309.36	309.36	309.36	
398	39.54	309.36	309.36	309.36	
399	39.64	309.35	309.35	309.35	
400	39.74	309.35	309.35	309.35	
401	39.84	309.34	309.34	309.34	
402	39.94	309.34	309.34	309.34	
403	40.04	309.34	309.34	309.34	
404	40.14	309.33	309.33	309.33	
405	40.24	309.33	309.33	309.33	
406	40.34	309.33	309.33	309.33	
407	40.44	309.32	309.32	309.32	
408	40.54	309.32	309.32	309.32	
409	40.64	309.32	309.32	309.32	
410	40.74	309.31	309.31	309.31	
411	40.84	309.31	309.31	309.31	
412	40.94	309.31	309.31	309.31	
413	41.04	309.3	309.3	309.3	
414	41.14	309.3	309.3	309.3	
415	41.24	309.3	309.3	309.3	
416	41.34	309.29	309.29	309.29	
417	41.44	309.29	309.29	309.29	
418	41.54	309.29	309.29	309.29	
419	41.64	309.28	309.28	309.28	
420	41.74	309.28	309.28	309.28	
421	41.84	309.27	309.27	309.27	
422	41.94	309.27	309.27	309.27	
423	42.04	309.27	309.27	309.27	
424	42.14	309.26	309.26	309.26	
425	42.24	309.26	309.26	309.26	
426	42.34	309.26	309.26	309.26	
427	42.44	309.25	309.25	309.25	
428	42.54	309.25	309.25	309.25	
429	42.64	309.25	309.25	309.25	
430	42.74	309.24	309.24	309.24	
431	42.84	309.24	309.24	309.24	
432	42.94	309.24	309.24	309.24	
433	43.04	309.23	309.23	309.23	
434	43.14	309.23	309.23	309.23	
435	43.24	309.23	309.23	309.23	
436	43.34	309.22	309.22	309.22	
437	43.44	309.22	309.22	309.22	
438	43.54	309.21	309.21	309.21	
439	43.64	309.21	309.21	309.21	
440	43.74	309.21	309.21	309.21	
441	43.84	309.2	309.2	309.2	
442	43.94	309.2	309.2	309.2	
443	44.04	309.2	309.2	309.2	
444	44.14	309.19	309.19	309.19	
445	44.24	309.19	309.19	309.19	
446	44.34	309.19	309.19	309.19	
447	44.44	309.18	309.18	309.18	
448	44.54	309.18	309.18	309.18	
449	44.64	309.18	309.18	309.18	
450	44.74	309.17	309.17	309.17	
451	44.84	309.17	309.17	309.17	
452	44.94	309.17	309.17	309.17	
453	45.04	309.16	309.16	309.16	
454	45.14	309.16	309.16	309.16	
455	45.24	309.15	309.15	309.15	
456	45.34	309.15	309.15	309.15	
457	45.44	309.15	309.15	309.15	
458	45.54	309.14	309.14	309.14	
459	45.64	309.14	309.14	309.14	
460	45.74	309.14	309.14	309.14	
461	45.84	309.13	309.13	309.13	
462	45.94	309.13	309.13	309.13	
463	46.04	309.13	309.13	309.13	
464	46.14	309.12	309.12	309.12	
465	46.24	309.12	309.12	309.12	
466	46.34	309.12	309.12	309.12	
467	46.44	309.11	309.11	309.11	
468	46.54	309.11	309.11	309.11	
469	46.64	309.11	309.11	309.11	
470	46.74	309.1	309.1	309.1	
471	46.84	309.1	309.1	309.1	
472	46.94	309.09	309.09	309.09	
473	47.04	309.09	309.09	309.09	
474	47.14	309.09	309.09	309.09	
475	47.24	309.08	309.08	309.08	
476	47.34	309.08	309.08	309.08	
477	47.44	309.08	309.08	309.08	
478	47.54	309.07	309.07	309.07	
479	47.64	309.07	309.07	309.07	
480	47.74	309.07	309.07	309.07	
481	47.84	309.06	309.06	309.06	
482	47.94	309.06	309.06	309.06	
483	48.04	309.06	309.06	309.06	
484	48.14	309.05	309.05	309.05	
485	48.24	309.05	309.05	309.05	
486	48.34	309.05	309.05	309.05	
487	48.44	309.04	309.04	309.04	
488	48.54	309.04	309.04	309.04	
489	48.64	309.03	309.03	309.03	
490	48.74	309.03	309.03	309.03	
491	48.84	309.03	309.03	309.03	
492	48.94	309.02	309.02	309.02	
493	49.04	309.02	309.02	309.02	
494	49.14	309.02	309.02	309.02	
495	49.24	309.01	309.01	309.01	
496	49.34	309.01	309.01	309.01	
497	49.44	309.01	309.01	309.01	
498	49.54	309.	309.	309.	
499	49.64	309.	309.	309.	
500	49.74	309.	309.	309.	
501	49.84	308.99	308.99	308.99	
502	49.94	308.99	308.99	308.99	
503	50.04	308.99	308.99	308.99	
504	50.14	308.98	308.98	308.98	
505	50.24	308.98	308.98	308.98	
506	50.34	308.98	308.98	308.98	
507	50.44	308.97	308.97	308.97	
508	50.54	308.97	308.97	308.97	
509	50.64	308.96	308.96	308.96	
510	50.74	308.96	308.96	308.96	
511	50.84	308.96	308.96	308.96	
512	50.94	308.95	308.95	308.95	
513	51.04	308.95	308.95	308.95	
514	51.14	308.95	308.95	308.95	
515	51.24	308.94	308.94	308.94	
516	51.34	308.94	308.94	308.94	
517	51.44	308.94	308.94	308.94	
518	51.54	308.93	308.93	308.93	
519	51.64	308.93	308.93	308.93	
520	51.74	308.93	308.93	308.93	
521	51.84	308.92	308.92	308.92	
522	51.94	308.92	308.92	308.92	
523	52.04	308.92	308.92	308.92	
524	52.14	308.91	308.91	308.91	
525	52.24	308.91	308.91	308.91	
526	52.34	308.9	308.9	308.9	
527	52.44	308.9	308.9	308.9	
528	52.54	308.9	308.9	308.9	
529	52.64	308.89	308.89	308.89	
530	52.74	308.89	308.89	308.89	
531	52.84	308.89	308.89	308.89	
532	52.94	308.88	308.88	308.88	
533	53.04	308.88	308.88	308.88	
534	53.14	308.88	308.88	308.88	
535	53.24	308.87	308.87	308.87	
536	53.34	308.87	308.87	308.87	
537	53.44	308.87	308.87	308.87	
538	53.54	308.86	308.86	308.86	
539	53.64	308.86	308.86	308.86	
540	53.74	308.86	308.86	308.86	
541	53.84	308.85	308.85	308.85	
542	53.94	308.85	308.85	308.85	
543	54.04	308.85	308.85	308.85	
544	54.14	308.84	308.84	308.84	
545	54.24	308.84	308.84	308.84	
546	54.34	308.83	308.83	308.83	
547	54.44	308.83	308.83	308.83	
548	54.54	308.83	308.83	308.83	
549	54.64	308.82	308.82	308.82	
550	54.74	308.82	308.82	308.82	
551	54.84	308.82	308.82	308.82	
552	54.94	308.81	308.81	308.81	
553	55.04	308.81	308.81	308.81	
554	55.14	308.81	308.81	308.81	
555	55.24	308.8	308.8	308.8	
556	55.34	308.8	308.8	308.8	
557	55.44	308.8	308.8	308.8	
558	55.54	308.79	308.79	308.79	
559	55.64	308.79	308.79	308.79	
560	55.74	308.79	308.79	308.79	
561	55.84	308.78	308.78	308.78	
562	55.94	308.78	308.78	308.78	
563	56.04	308.78	308.78	308.78	
564	56.14	308.77	308.77	308.77	
565	56.24	308.77	308.77	308.77	
566	56.34	308.77	308.77	308.77	
567	56.44	308.76	308.76	308.76	
568	56.54	308.76	308.76	308.76	
569	56.64	308.75	308.75	308.75	
570	56.74	308.75	308.75	308.75	
571	56.84	308.75	308.75	308.75	
572	56.94	308.74	308.74	308.74	
573	57.04	308.74	308.74	308.74	
574	57.14	308.74	308.74	308.74	
575	57.24	308.73	308.73	308.73	
576	57.34	308.73	308.73	308.73	
577	57.44	308.73	308.73	308.73	
578	57.54	308.72	308.72	308.72	
579	57.64	308.72	308.72	308.72	
580	57.74	308.72	308.72	308.72	
581	57.84	308.71	308.71	308.71	
582	57.94	308.71	308.71	308.71	
583	58.04	308.71	308.71	308.71	
584	58.14	308.7	308.7	308.7	
585	58.24	308.7	308.7	308.7	
586	58.34	308.7	308.7	308.7	
587	58.44	308.69	308.69	308.69	
588	58.54	308.69	308.69	308.69	
589	58.64	308.69	308.69	308.69	
590	58.74	308.68	308.68	308.68	
591	58.84	308.68	308.68	308.68	
592	58.94	308.67	308.67	308.67	
593	59.04	308.67	308.67	308.67	
594	59.14	308.67	308.67	308.67	
595	59.24	308.66	308.66	308.66	
596	59.34	308.66	308.66	308.66	
597	59.44	308.66	308.66	308.66	
598	59.54	308.65	308.65	308.65	
599	59.64	308.65	308.65	308.65	
600	59.74	308.65	308.65	308.65	
601	59.84	308.64	308.64	308.64	
602	59.94	308.64	308.64	308.64	
603	60.04	308.64	308.64	308.64	
604	60.14	308.63	308.63	308.63	
605	60.24	308.63	308.63	308.63	
606	60.34	308.63	308.63	308.63	
607	60.44	308.62	308.62	308.62	
608	60.54	308.62	308.62	308.62	
609	60.64	308.62	308.62	308.62	
610	60.74	308.61	308.61	308.61	
611	60.84	308.61	308.61	308.61	
612	60.94	308.61	308.61	308.61	
613	61.04	308.6	308.6	308.6	
614	61.14	308.6	308.6	308.6	
615	61.24	308.6	308.6	308.6	
616	61.34	308.59	308.59	308.59	
617	61.44	308.59	308.59	308.59	
618	61.54	308.59	308.59	308.59	
619	61.64	308.58	308.58	308.58	
620	61.74	308.58	308.58	308.58	
621	61.84	308.57	308.57	308.57	
622	61.94	308.57	308.57	308.57	
623	62.04	308.57	308.57	308.57	
624	62.14	308.56	308.56	308.56	
625	62.24	308.56	308.56	308.56	
626	62.34	308.56	308.56	308.56	
627	62.44	308.55	308.55	308.55	
628	62.54	308.55	308.55	308.55	
629	62.64	308.55	308.55	308.55	
630	62.74	308.54	308.54	308.54	
631	62.84	308.54	308.54	308.54	
632	62.94	308.54	308.54	308.54	
633	63.04	308.53	308.53	308.53	
634	63.14	308.53	308.53	308.53	
635	63.24	308.53	308.53	308.53	
636	63.34	308.52	308.52	308.52	
637	63.44	308.52	308.52	308.52	
638	63.54	308.52	308.52	308.52	
639	63.64	308.51	308.51	308.51	
640	63.74	308.51	308.51	308.51	
641	63.84	308.51	308.51	308.51	
642	63.94	308.5	308.5	308.5	
643	64.04	308.5	308.5	308.5	
644	64.14	308.5	308.5	308.5	
645	64.24	308.49	308.49	308.49	
646	64.34	308.49	308.49	308.49	
647	64.44	308.49	308.49	308.49	
648	64.54	308.48	308.48	308.48	
649	64.64	308.48	308.48	308.48	
650	64.74	308.48	308.48	308.48	
651	64.84	308.47	308.47	308.47	
652	64.94	308.47	308.47	308.47	
653	65.04	308.47	308.47	308.47	
654	65.14	308.46	308.46	308.46	
655	65.24	308.46	308.46	308.46	
656	65.34	308.46	308.46	308.46	
657	65.44	308.45	308.45	308.45	
658	65.54	308.45	308.45	308.45	
659	65.64	308.45	308.45	308.45	
660	65.74	308.44	308.44	308.44	
661	65.84	308.44	308.44	308.44	
662	65.94	308.44	308.44	308.44	
663	66.04	308.43	308.43	308.43	
664	66.14	308.43	308.43	308.43	
665	66.24	308.42	308.42	308.42	
666	66.34	308.42	308.42	308.42	
667	66.44	308.42	308.42	308.42	
668	66.54	308.41	308.41	308.41	
669	66.64	308.41	308.41	308.41	
670	66.74	308.41	308.41	308.41	
671	66.84	308.4	308.4	308.4	
672	66.94	308.4	308.4	308.4	
673	67.04	308.4	308.4	308.4	
674	67.14	308.39	308.39	308.39	
675	67.24	308.39	308.39	308.39	
676	67.34	308.39	308.39	308.39	
677	67.44	308.38	308.38	308.38	
678	67.54	308.38	308.38	308.38	
679	67.64	308.38	308.38	308.38	
680	67.74	308.37	308.37	308.37	
681	67.84	308.37	308.37	308.37	
682	67.94	308.37	308.37	308.37	
683	68.04	308.36	308.36	308.36	
684	68.14	308.36	308.36	308.36	
685	68.24	308.36	308.36	308.36	
686	68.34	308.35	308.35	308.35	
687	68.44	308.35	308.35	308.35	
688	68.54	308.35	308.35	308.35	
689	68.64	308.34	308.34	308.34	
690	68.74	308.34	308.34	308.34	
691	68.84	308.34	308.34	308.34	
692	68.94	308.33	308.33	308.33	
693	69.04	308.33	308.33	308.33	
694	69.14	308.33	308.33	308.33	
695	69.24	308.32	308.32	308.32	
696	69.34	308.32	308.32	308.32	
697	69.44	308.32	308.32	308.32	
698	69.54	308.31	308.31	308.31	
699	69.64	308.31	308.31	308.31	
700	69.74	308.31	308.31	308.31	
701	69.84	308.3	308.3	308.3	
702	69.94	308.3	308.3	308.3	
703	70.04	308.3	308.3	308.3	
704	70.14	308.29	308.29	308.29	
705	70.24	308.29	308.29	308.29	
706	70.34	308.29	308.29	308.29	
707	70.44	308.28	308.28	308.28	
708	70.54	308.28	308.28	308.28	
709	70.64	308.28	308.28	308.28	
710	70.74	308.27	308.27	308.27	
711	70.84	308.27	308.27	308.27	
712	70.94	308.27	308.27	308.27	
713	71.04	308.26	308.26	308.26	
714	71.14	308.26	308.26	308.26	
715	71.24	308.26	308.26	308.26	
716	71.34	308.25	308.25	308.25	
717	71.44	308.25	308.25	308.25	
718	71.54	308.25	308.25	308.25	
719	71.64	308.24	308.24	308.24	
720	71.74	308.24	308.24	308.24	
721	71.84	308.24	308.24	308.24	
722	71.94	308.23	308.23	308.23	
723	72.04	308.23	308.23	308.23	
724	72.14	308.23	308.23	308.23	
725	72.24	308.22	308.22	308.22	
726	72.34	308.22	308.22	308.22	
727	72.44	308.22	308.22	308.22	
728	72.54	308.21	308.21	308.21	
729	72.64	308.21	308.21	308.21	
730	72.74	308.21	308.21	308.21	
731	72.84	308.2	308.2	308.2	
732	72.94	308.2	308.2	308.2	
733	73.04	308.2	308.2	308.2	
734	73.14	308.19	308.19	308.19	
