Time [s]	Epidermis	Dermis	Fat
19.64	307.72	309.73	310.15
19.74	307.7	309.73	310.15
19.84	307.69	309.72	310.15
19.94	307.68	309.72	310.15
20.04	307.67	309.71	310.15
20.14	307.65	309.7	310.15
20.24	307.64	309.7	310.15
20.34	307.63	309.69	310.15
20.44	307.62	309.69	310.15
20.54	307.6	309.68	310.15
20.64	307.59	309.68	310.15
20.74	307.58	309.67	310.15
20.84	307.57	309.66	310.15
20.94	307.55	309.66	310.15
21.04	307.54	309.65	310.15
21.14	307.53	309.65	310.15
21.24	307.52	309.64	310.15
21.34	307.5	309.63	310.15
21.44	307.49	309.63	310.15
21.54	307.48	309.62	310.15
21.64	307.47	309.61	310.15
21.74	307.46	309.61	310.15
21.84	307.44	309.6	310.15
21.94	307.43	309.6	310.15
22.04	307.42	309.59	310.15
22.14	307.41	309.58	310.15
22.24	307.4	309.58	310.15
22.34	307.38	309.57	310.15
22.44	307.37	309.57	310.15
22.54	307.36	309.56	310.15
22.64	307.35	309.55	310.15
22.74	307.34	309.55	310.15
22.84	307.32	309.54	310.15
22.94	307.31	309.53	310.15
23.04	307.3	309.53	310.15
23.14	307.29	309.52	310.15
23.24	307.28	309.51	310.15
23.34	307.26	309.51	310.15
23.44	307.25	309.5	310.15
23.54	307.24	309.49	310.15
23.64	307.23	309.49	310.15
23.74	307.22	309.48	310.15
23.84	307.21	309.47	310.15
23.94	307.19	309.47	310.15
24.04	307.18	309.46	310.15
24.14	307.17	309.45	310.15
24.24	307.16	309.45	310.15
24.34	307.15	309.44	310.15
24.44	307.14	309.43	310.15
24.54	307.12	309.43	310.15
24.64	307.11	309.42	310.15
24.74	307.1	309.41	310.15
24.84	307.09	309.41	310.15
24.94	307.08	309.4	310.15
25.04	307.07	309.39	310.15
25.14	307.05	309.39	310.15
25.24	307.04	309.38	310.15
25.34	307.03	309.37	310.15
25.44	307.02	309.37	310.15
25.54	307.01	309.36	310.15
25.64	307	309.35	310.15
25.74	306.99	309.35	310.15
25.84	306.97	309.34	310.15
25.94	306.96	309.33	310.15
26.04	306.95	309.33	310.15
26.14	306.94	309.32	310.15
26.24	306.93	309.31	310.15
26.34	306.92	309.31	310.15
26.44	306.91	309.3	310.15
26.54	306.9	309.29	310.15
26.64	306.88	309.28	310.15
26.74	306.87	309.28	310.15
26.84	306.86	309.27	310.15
26.94	306.85	309.26	310.15
27.04	306.84	309.26	310.15
27.14	306.83	309.25	310.15
27.24	306.82	309.24	310.15
27.34	306.81	309.24	310.15
27.44	306.8	309.23	310.15
27.54	306.78	309.22	310.15
27.64	306.77	309.21	310.15
27.74	306.76	309.21	310.15
27.84	306.75	309.2	310.15
27.94	306.74	309.19	310.15
28.04	306.73	309.19	310.15
28.14	306.72	309.18	310.15
28.24	306.71	309.17	310.15
28.34	306.7	309.16	310.15
28.44	306.69	309.16	310.15
28.54	306.68	309.15	310.15
28.64	306.66	309.14	310.15
28.74	306.65	309.13	310.15
28.84	306.64	309.13	310.15
28.94	306.63	309.12	310.15
29.04	306.62	309.11	310.15
29.14	306.61	309.11	310.15
29.24	306.6	309.1	310.15
29.34	306.59	309.09	310.15
29.44	306.58	309.08	310.15
29.54	306.57	309.08	310.15
29.64	306.56	309.07	310.15
29.74	306.55	309.06	310.15
29.84	306.54	309.05	310.15
29.94	306.53	309.05	310.15
30.04	306.51	309.04	310.15
30.14	306.5	309.03	310.15
30.24	306.49	309.03	310.15
30.34	306.48	309.02	310.15
30.44	306.47	309.01	310.15
30.54	306.46	309	310.15
30.64	306.45	309	310.15
30.74	306.44	308.99	310.15
30.84	306.43	308.98	310.15
30.94	306.42	308.97	310.15
31.04	306.41	308.97	310.15
31.14	306.4	308.96	310.15
31.24	306.39	308.95	310.15
31.34	306.38	308.94	310.15
31.44	306.37	308.94	310.15
31.54	306.36	308.93	310.15
31.64	306.35	308.92	310.15
31.74	306.34	308.91	310.15
31.84	306.33	308.91	310.15
31.94	306.32	308.9	310.15
32.04	306.31	308.89	310.15
32.14	306.3	308.88	310.15
32.24	306.28	308.88	310.15
32.34	306.27	308.87	310.15
32.44	306.26	308.86	310.15
32.54	306.25	308.85	310.15
32.64	306.24	308.85	310.15
32.74	306.23	308.84	310.15
32.84	306.22	308.83	310.15
32.94	306.21	308.82	310.15
33.04	306.2	308.82	310.15
33.14	306.19	308.81	310.15
33.24	306.18	308.8	310.15
33.34	306.17	308.79	310.15
33.44	306.16	308.79	310.15
33.54	306.15	308.78	310.15
33.64	306.14	308.77	310.15
33.74	306.13	308.76	310.15
33.84	306.12	308.76	310.15
33.94	306.11	308.75	310.15
34.04	306.1	308.74	310.15
34.14	306.09	308.73	310.15
34.24	306.08	308.73	310.15
34.34	306.07	308.72	310.15
34.44	306.06	308.71	310.15
34.54	306.05	308.7	310.15
34.64	306.04	308.7	310.15
