	Time [s]	Minimum [K]	Maximum [K]	Average [K]	
1531	152.84	298.35	298.35	298.35	
1532	152.94	298.35	298.35	298.35	
1533	153.04	298.34	298.34	298.34	
1534	153.14	298.34	298.34	298.34	
1535	153.24	298.33	298.33	298.33	
1536	153.34	298.33	298.33	298.33	
1537	153.44	298.32	298.32	298.32	
1538	153.54	298.32	298.32	298.32	
1539	153.64	298.31	298.31	298.31	
1540	153.74	298.31	298.31	298.31	
1541	153.84	298.31	298.31	298.31	
1542	153.94	298.3	298.3	298.3	
1543	154.04	298.3	298.3	298.3	
1544	154.14	298.29	298.29	298.29	
1545	154.24	298.29	298.29	298.29	
1546	154.34	298.28	298.28	298.28	
1547	154.44	298.28	298.28	298.28	
1548	154.54	298.27	298.27	298.27	
1549	154.64	298.27	298.27	298.27	
1550	154.74	298.26	298.26	298.26	
1551	154.84	298.26	298.26	298.26	
1552	154.94	298.26	298.26	298.26	
1553	155.04	298.25	298.25	298.25	
1554	155.14	298.25	298.25	298.25	
1555	155.24	298.24	298.24	298.24	
1556	155.34	298.24	298.24	298.24	
1557	155.44	298.23	298.23	298.23	
1558	155.54	298.23	298.23	298.23	
1559	155.64	298.22	298.22	298.22	
1560	155.74	298.22	298.22	298.22	
1561	155.84	298.22	298.22	298.22	
1562	155.94	298.21	298.21	298.21	
1563	156.04	298.21	298.21	298.21	
1564	156.14	298.2	298.2	298.2	
1565	156.24	298.2	298.2	298.2	
1566	156.34	298.19	298.19	298.19	
1567	156.44	298.19	298.19	298.19	
1568	156.54	298.18	298.18	298.18	
1569	156.64	298.18	298.18	298.18	
1570	156.74	298.18	298.18	298.18	
1571	156.84	298.17	298.17	298.17	
1572	156.94	298.17	298.17	298.17	
1573	157.04	298.16	298.16	298.16	
1574	157.14	298.16	298.16	298.16	
1575	157.24	298.15	298.15	298.15	
1576	157.34	298.15	298.15	298.15	
1577	157.44	298.14	298.14	298.14	
1578	157.54	298.14	298.14	298.14	
1579	157.64	298.14	298.14	298.14	
1580	157.74	298.13	298.13	298.13	
1581	157.84	298.13	298.13	298.13	
1582	157.94	298.12	298.12	298.12	
1583	158.04	298.12	298.12	298.12	
1584	158.14	298.11	298.11	298.11	
1585	158.24	298.11	298.11	298.11	
1586	158.34	298.1	298.1	298.1	
1587	158.44	298.1	298.1	298.1	
1588	158.54	298.1	298.1	298.1	
1589	158.64	298.09	298.09	298.09	
1590	158.74	298.09	298.09	298.09	
1591	158.84	298.08	298.08	298.08	
1592	158.94	298.08	298.08	298.08	
1593	159.04	298.07	298.07	298.07	
1594	159.14	298.07	298.07	298.07	
1595	159.24	298.07	298.07	298.07	
1596	159.34	298.06	298.06	298.06	
1597	159.44	298.06	298.06	298.06	
1598	159.54	298.05	298.05	298.05	
1599	159.64	298.05	298.05	298.05	
1600	159.74	298.04	298.04	298.04	
1601	159.84	298.04	298.04	298.04	
1602	159.94	298.03	298.03	298.03	
1603	160.04	298.03	298.03	298.03	
1604	160.14	298.03	298.03	298.03	
1605	160.24	298.02	298.02	298.02	
1606	160.34	298.02	298.02	298.02	
1607	160.44	298.01	298.01	298.01	
1608	160.54	298.01	298.01	298.01	
1609	160.64	298.	298.	298.	
1610	160.74	298.	298.	298.	
1611	160.84	298.	298.	298.	
1612	160.94	297.99	297.99	297.99	
1613	161.04	297.99	297.99	297.99	
1614	161.14	297.98	297.98	297.98	
1615	161.24	297.98	297.98	297.98	
1616	161.34	297.97	297.97	297.97	
1617	161.44	297.97	297.97	297.97	
1618	161.54	297.97	297.97	297.97	
1619	161.64	297.96	297.96	297.96	
1620	161.74	297.96	297.96	297.96	
1621	161.84	297.95	297.95	297.95	
1622	161.94	297.95	297.95	297.95	
1623	162.04	297.94	297.94	297.94	
1624	162.14	297.94	297.94	297.94	
1625	162.24	297.93	297.93	297.93	
1626	162.34	297.93	297.93	297.93	
1627	162.44	297.93	297.93	297.93	
1628	162.54	297.92	297.92	297.92	
1629	162.64	297.92	297.92	297.92	
1630	162.74	297.91	297.91	297.91	
1631	162.84	297.91	297.91	297.91	
1632	162.94	297.9	297.9	297.9	
1633	163.04	297.9	297.9	297.9	
1634	163.14	297.9	297.9	297.9	
1635	163.24	297.89	297.89	297.89	
1636	163.34	297.89	297.89	297.89	
1637	163.44	297.88	297.88	297.88	
1638	163.54	297.88	297.88	297.88	
1639	163.64	297.87	297.87	297.87	
1640	163.74	297.87	297.87	297.87	
1641	163.84	297.87	297.87	297.87	
1642	163.94	297.86	297.86	297.86	
1643	164.04	297.86	297.86	297.86	
1644	164.14	297.85	297.85	297.85	
1645	164.24	297.85	297.85	297.85	
1646	164.34	297.84	297.84	297.84	
1647	164.44	297.84	297.84	297.84	
1648	164.54	297.84	297.84	297.84	
1649	164.64	297.83	297.83	297.83	
1650	164.74	297.83	297.83	297.83	
1651	164.84	297.82	297.82	297.82	
1652	164.94	297.82	297.82	297.82	
1653	165.04	297.81	297.81	297.81	
1654	165.14	297.81	297.81	297.81	
1655	165.24	297.81	297.81	297.81	
1656	165.34	297.8	297.8	297.8	
1657	165.44	297.8	297.8	297.8	
1658	165.54	297.79	297.79	297.79	
1659	165.64	297.79	297.79	297.79	
1660	165.74	297.78	297.78	297.78	
1661	165.84	297.78	297.78	297.78	
1662	165.94	297.78	297.78	297.78	
1663	166.04	297.77	297.77	297.77	
1664	166.14	297.77	297.77	297.77	
1665	166.24	297.76	297.76	297.76	
1666	166.34	297.76	297.76	297.76	
1667	166.44	297.76	297.76	297.76	
1668	166.54	297.75	297.75	297.75	
1669	166.64	297.75	297.75	297.75	
1670	166.74	297.74	297.74	297.74	
1671	166.84	297.74	297.74	297.74	
1672	166.94	297.73	297.73	297.73	
1673	167.04	297.73	297.73	297.73	
1674	167.14	297.73	297.73	297.73	
1675	167.24	297.72	297.72	297.72	
1676	167.34	297.72	297.72	297.72	
1677	167.44	297.71	297.71	297.71	
1678	167.54	297.71	297.71	297.71	
1679	167.64	297.7	297.7	297.7	
1680	167.74	297.7	297.7	297.7	
1681	167.84	297.7	297.7	297.7	
1682	167.94	297.69	297.69	297.69	
1683	168.04	297.69	297.69	297.69	
1684	168.14	297.68	297.68	297.68	
1685	168.24	297.68	297.68	297.68	
1686	168.34	297.68	297.68	297.68	
1687	168.44	297.67	297.67	297.67	
1688	168.54	297.67	297.67	297.67	
1689	168.64	297.66	297.66	297.66	
1690	168.74	297.66	297.66	297.66	
1691	168.84	297.65	297.65	297.65	
1692	168.94	297.65	297.65	297.65	
1693	169.04	297.65	297.65	297.65	
1694	169.14	297.64	297.64	297.64	
1695	169.24	297.64	297.64	297.64	
1696	169.34	297.63	297.63	297.63	
1697	169.44	297.63	297.63	297.63	
1698	169.54	297.62	297.62	297.62	
1699	169.64	297.62	297.62	297.62	
1700	169.74	297.62	297.62	297.62	
1701	169.84	297.61	297.61	297.61	
1702	169.94	297.61	297.61	297.61	
1703	170.04	297.6	297.6	297.6	
1704	170.14	297.6	297.6	297.6	
1705	170.24	297.6	297.6	297.6	
1706	170.34	297.59	297.59	297.59	
1707	170.44	297.59	297.59	297.59	
1708	170.54	297.58	297.58	297.58	
1709	170.64	297.58	297.58	297.58	
1710	170.74	297.57	297.57	297.57	
1711	170.84	297.57	297.57	297.57	
1712	170.94	297.57	297.57	297.57	
1713	171.04	297.56	297.56	297.56	
1714	171.14	297.56	297.56	297.56	
1715	171.24	297.55	297.55	297.55	
1716	171.34	297.55	297.55	297.55	
1717	171.44	297.55	297.55	297.55	
1718	171.54	297.54	297.54	297.54	
1719	171.64	297.54	297.54	297.54	
1720	171.74	297.53	297.53	297.53	
1721	171.84	297.53	297.53	297.53	
1722	171.94	297.53	297.53	297.53	
1723	172.04	297.52	297.52	297.52	
1724	172.14	297.52	297.52	297.52	
1725	172.24	297.51	297.51	297.51	
1726	172.34	297.51	297.51	297.51	
1727	172.44	297.5	297.5	297.5	
1728	172.54	297.5	297.5	297.5	
1729	172.64	297.5	297.5	297.5	
1730	172.74	297.49	297.49	297.49	
1731	172.84	297.49	297.49	297.49	
1732	172.94	297.48	297.48	297.48	
1733	173.04	297.48	297.48	297.48	
1734	173.14	297.48	297.48	297.48	
1735	173.24	297.47	297.47	297.47	
1736	173.34	297.47	297.47	297.47	
1737	173.44	297.46	297.46	297.46	
1738	173.54	297.46	297.46	297.46	
1739	173.64	297.46	297.46	297.46	
1740	173.74	297.45	297.45	297.45	
1741	173.84	297.45	297.45	297.45	
1742	173.94	297.44	297.44	297.44	
1743	174.04	297.44	297.44	297.44	
1744	174.14	297.43	297.43	297.43	
1745	174.24	297.43	297.43	297.43	
1746	174.34	297.43	297.43	297.43	
1747	174.44	297.42	297.42	297.42	
1748	174.54	297.42	297.42	297.42	
1749	174.64	297.41	297.41	297.41	
1750	174.74	297.41	297.41	297.41	
1751	174.84	297.41	297.41	297.41	
1752	174.94	297.4	297.4	297.4	
1753	175.04	297.4	297.4	297.4	
1754	175.14	297.39	297.39	297.39	
1755	175.24	297.39	297.39	297.39	
1756	175.34	297.39	297.39	297.39	
1757	175.44	297.38	297.38	297.38	
1758	175.54	297.38	297.38	297.38	
1759	175.64	297.37	297.37	297.37	
1760	175.74	297.37	297.37	297.37	
1761	175.84	297.37	297.37	297.37	
1762	175.94	297.36	297.36	297.36	
1763	176.04	297.36	297.36	297.36	
1764	176.14	297.35	297.35	297.35	
1765	176.24	297.35	297.35	297.35	
1766	176.34	297.35	297.35	297.35	
1767	176.44	297.34	297.34	297.34	
1768	176.54	297.34	297.34	297.34	
1769	176.64	297.33	297.33	297.33	
1770	176.74	297.33	297.33	297.33	
1771	176.84	297.33	297.33	297.33	
1772	176.94	297.32	297.32	297.32	
1773	177.04	297.32	297.32	297.32	
1774	177.14	297.31	297.31	297.31	
1775	177.24	297.31	297.31	297.31	
1776	177.34	297.3	297.3	297.3	
1777	177.44	297.3	297.3	297.3	
1778	177.54	297.3	297.3	297.3	
1779	177.64	297.29	297.29	297.29	
1780	177.74	297.29	297.29	297.29	
1781	177.84	297.28	297.28	297.28	
1782	177.94	297.28	297.28	297.28	
1783	178.04	297.28	297.28	297.28	
1784	178.14	297.27	297.27	297.27	
1785	178.24	297.27	297.27	297.27	
1786	178.34	297.26	297.26	297.26	
1787	178.44	297.26	297.26	297.26	
1788	178.54	297.26	297.26	297.26	
1789	178.64	297.25	297.25	297.25	
1790	178.74	297.25	297.25	297.25	
1791	178.84	297.24	297.24	297.24	
1792	178.94	297.24	297.24	297.24	
1793	179.04	297.24	297.24	297.24	
1794	179.14	297.23	297.23	297.23	
1795	179.24	297.23	297.23	297.23	
1796	179.34	297.22	297.22	297.22	
1797	179.44	297.22	297.22	297.22	
1798	179.54	297.22	297.22	297.22	
1799	179.64	297.21	297.21	297.21	
1800	179.74	297.21	297.21	297.21	
1801	179.84	297.2	297.2	297.2	
1802	179.94	297.2	297.2	297.2	
1803	180.04	297.2	297.2	297.2	
1804	180.14	297.19	297.19	297.19	
1805	180.24	297.19	297.19	297.19	
1806	180.34	297.18	297.18	297.18	
1807	180.44	297.18	297.18	297.18	
1808	180.54	297.18	297.18	297.18	
1809	180.64	297.17	297.17	297.17	
1810	180.74	297.17	297.17	297.17	
1811	180.84	297.16	297.16	297.16	
1812	180.94	297.16	297.16	297.16	
1813	181.04	297.16	297.16	297.16	
1814	181.14	297.15	297.15	297.15	
1815	181.24	297.15	297.15	297.15	
1816	181.34	297.14	297.14	297.14	
1817	181.44	297.14	297.14	297.14	
1818	181.54	297.14	297.14	297.14	
1819	181.64	297.13	297.13	297.13	
1820	181.74	297.13	297.13	297.13	
1821	181.84	297.13	297.13	297.13	
1822	181.94	297.12	297.12	297.12	
1823	182.04	297.12	297.12	297.12	
1824	182.14	297.11	297.11	297.11	
1825	182.24	297.11	297.11	297.11	
1826	182.34	297.11	297.11	297.11	
1827	182.44	297.1	297.1	297.1	
1828	182.54	297.1	297.1	297.1	
1829	182.64	297.09	297.09	297.09	
1830	182.74	297.09	297.09	297.09	
1831	182.84	297.09	297.09	297.09	
1832	182.94	297.08	297.08	297.08	
1833	183.04	297.08	297.08	297.08	
1834	183.14	297.07	297.07	297.07	
1835	183.24	297.07	297.07	297.07	
1836	183.34	297.07	297.07	297.07	
1837	183.44	297.06	297.06	297.06	
1838	183.54	297.06	297.06	297.06	
1839	183.64	297.05	297.05	297.05	
1840	183.74	297.05	297.05	297.05	
1841	183.84	297.05	297.05	297.05	
1842	183.94	297.04	297.04	297.04	
1843	184.04	297.04	297.04	297.04	
1844	184.14	297.03	297.03	297.03	
1845	184.24	297.03	297.03	297.03	
1846	184.34	297.03	297.03	297.03	
1847	184.44	297.02	297.02	297.02	
1848	184.54	297.02	297.02	297.02	
1849	184.64	297.02	297.02	297.02	
1850	184.74	297.01	297.01	297.01	
1851	184.84	297.01	297.01	297.01	
1852	184.94	297.	297.	297.	
1853	185.04	297.	297.	297.	
1854	185.14	297.	297.	297.	
1855	185.24	296.99	296.99	296.99	
1856	185.34	296.99	296.99	296.99	
1857	185.44	296.98	296.98	296.98	
1858	185.54	296.98	296.98	296.98	
1859	185.64	296.98	296.98	296.98	
1860	185.74	296.97	296.97	296.97	
1861	185.84	296.97	296.97	296.97	
1862	185.94	296.96	296.96	296.96	
1863	186.04	296.96	296.96	296.96	
1864	186.14	296.96	296.96	296.96	
1865	186.24	296.95	296.95	296.95	
1866	186.34	296.95	296.95	296.95	
1867	186.44	296.95	296.95	296.95	
1868	186.54	296.94	296.94	296.94	
1869	186.64	296.94	296.94	296.94	
1870	186.74	296.93	296.93	296.93	
1871	186.84	296.93	296.93	296.93	
1872	186.94	296.93	296.93	296.93	
1873	187.04	296.92	296.92	296.92	
1874	187.14	296.92	296.92	296.92	
1875	187.24	296.91	296.91	296.91	
1876	187.34	296.91	296.91	296.91	
1877	187.44	296.91	296.91	296.91	
1878	187.54	296.9	296.9	296.9	
1879	187.64	296.9	296.9	296.9	
1880	187.74	296.9	296.9	296.9	
1881	187.84	296.89	296.89	296.89	
1882	187.94	296.89	296.89	296.89	
1883	188.04	296.88	296.88	296.88	
1884	188.14	296.88	296.88	296.88	
1885	188.24	296.88	296.88	296.88	
1886	188.34	296.87	296.87	296.87	
1887	188.44	296.87	296.87	296.87	
1888	188.54	296.86	296.86	296.86	
1889	188.64	296.86	296.86	296.86	
1890	188.74	296.86	296.86	296.86	
1891	188.84	296.85	296.85	296.85	
1892	188.94	296.85	296.85	296.85	
1893	189.04	296.85	296.85	296.85	
1894	189.14	296.84	296.84	296.84	
1895	189.24	296.84	296.84	296.84	
1896	189.34	296.83	296.83	296.83	
1897	189.44	296.83	296.83	296.83	
1898	189.54	296.83	296.83	296.83	
1899	189.64	296.82	296.82	296.82	
1900	189.74	296.82	296.82	296.82	
1901	189.84	296.81	296.81	296.81	
1902	189.94	296.81	296.81	296.81	
1903	190.04	296.81	296.81	296.81	
1904	190.14	296.8	296.8	296.8	
1905	190.24	296.8	296.8	296.8	
1906	190.34	296.8	296.8	296.8	
1907	190.44	296.79	296.79	296.79	
1908	190.54	296.79	296.79	296.79	
1909	190.64	296.78	296.78	296.78	
1910	190.74	296.78	296.78	296.78	
1911	190.84	296.78	296.78	296.78	
1912	190.94	296.77	296.77	296.77	
1913	191.04	296.77	296.77	296.77	
1914	191.14	296.77	296.77	296.77	
1915	191.24	296.76	296.76	296.76	
1916	191.34	296.76	296.76	296.76	
1917	191.44	296.75	296.75	296.75	
1918	191.54	296.75	296.75	296.75	
1919	191.64	296.75	296.75	296.75	
1920	191.74	296.74	296.74	296.74	
1921	191.84	296.74	296.74	296.74	
1922	191.94	296.73	296.73	296.73	
1923	192.04	296.73	296.73	296.73	
1924	192.14	296.73	296.73	296.73	
1925	192.24	296.72	296.72	296.72	
1926	192.34	296.72	296.72	296.72	
1927	192.44	296.72	296.72	296.72	
1928	192.54	296.71	296.71	296.71	
1929	192.64	296.71	296.71	296.71	
1930	192.74	296.7	296.7	296.7	
1931	192.84	296.7	296.7	296.7	
1932	192.94	296.7	296.7	296.7	
1933	193.04	296.69	296.69	296.69	
1934	193.14	296.69	296.69	296.69	
1935	193.24	296.69	296.69	296.69	
1936	193.34	296.68	296.68	296.68	
1937	193.44	296.68	296.68	296.68	
1938	193.54	296.67	296.67	296.67	
1939	193.64	296.67	296.67	296.67	
1940	193.74	296.67	296.67	296.67	
1941	193.84	296.66	296.66	296.66	
1942	193.94	296.66	296.66	296.66	
1943	194.04	296.66	296.66	296.66	
1944	194.14	296.65	296.65	296.65	
1945	194.24	296.65	296.65	296.65	
1946	194.34	296.64	296.64	296.64	
1947	194.44	296.64	296.64	296.64	
1948	194.54	296.64	296.64	296.64	
1949	194.64	296.63	296.63	296.63	
1950	194.74	296.63	296.63	296.63	
1951	194.84	296.63	296.63	296.63	
1952	194.94	296.62	296.62	296.62	
1953	195.04	296.62	296.62	296.62	
1954	195.14	296.61	296.61	296.61	
1955	195.24	296.61	296.61	296.61	
1956	195.34	296.61	296.61	296.61	
1957	195.44	296.6	296.6	296.6	
1958	195.54	296.6	296.6	296.6	
1959	195.64	296.6	296.6	296.6	
1960	195.74	296.59	296.59	296.59	
1961	195.84	296.59	296.59	296.59	
1962	195.94	296.58	296.58	296.58	
1963	196.04	296.58	296.58	296.58	
1964	196.14	296.58	296.58	296.58	
1965	196.24	296.57	296.57	296.57	
1966	196.34	296.57	296.57	296.57	
1967	196.44	296.57	296.57	296.57	
1968	196.54	296.56	296.56	296.56	
1969	196.64	296.56	296.56	296.56	
1970	196.74	296.56	296.56	296.56	
1971	196.84	296.55	296.55	296.55	
1972	196.94	296.55	296.55	296.55	
1973	197.04	296.54	296.54	296.54	
1974	197.14	296.54	296.54	296.54	
1975	197.24	296.54	296.54	296.54	
1976	197.34	296.53	296.53	296.53	
1977	197.44	296.53	296.53	296.53	
1978	197.54	296.53	296.53	296.53	
1979	197.64	296.52	296.52	296.52	
1980	197.74	296.52	296.52	296.52	
1981	197.84	296.51	296.51	296.51	
1982	197.94	296.51	296.51	296.51	
1983	198.04	296.51	296.51	296.51	
1984	198.14	296.5	296.5	296.5	
1985	198.24	296.5	296.5	296.5	
1986	198.34	296.5	296.5	296.5	
1987	198.44	296.49	296.49	296.49	
1988	198.54	296.49	296.49	296.49	
1989	198.64	296.48	296.48	296.48	
1990	198.74	296.48	296.48	296.48	
1991	198.84	296.48	296.48	296.48	
1992	198.94	296.47	296.47	296.47	
1993	199.04	296.47	296.47	296.47	
1994	199.14	296.47	296.47	296.47	
1995	199.24	296.46	296.46	296.46	
1996	199.34	296.46	296.46	296.46	
1997	199.44	296.46	296.46	296.46	
1998	199.54	296.45	296.45	296.45	
1999	199.64	296.45	296.45	296.45	
2000	199.74	296.44	296.44	296.44	
2001	199.84	296.44	296.44	296.44	
2002	199.94	296.44	296.44	296.44	
2003	200.04	296.43	296.43	296.43	
2004	200.14	296.43	296.43	296.43	
2005	200.24	296.43	296.43	296.43	
2006	200.34	296.42	296.42	296.42	
2007	200.44	296.42	296.42	296.42	
2008	200.54	296.42	296.42	296.42	
2009	200.64	296.41	296.41	296.41	
2010	200.74	296.41	296.41	296.41	
2011	200.84	296.4	296.4	296.4	
2012	200.94	296.4	296.4	296.4	
2013	201.04	296.4	296.4	296.4	
2014	201.14	296.39	296.39	296.39	
2015	201.24	296.39	296.39	296.39	
2016	201.34	296.39	296.39	296.39	
2017	201.44	296.38	296.38	296.38	
2018	201.54	296.38	296.38	296.38	
2019	201.64	296.38	296.38	296.38	
2020	201.74	296.37	296.37	296.37	
2021	201.84	296.37	296.37	296.37	
2022	201.94	296.36	296.36	296.36	
2023	202.04	296.36	296.36	296.36	
2024	202.14	296.36	296.36	296.36	
2025	202.24	296.35	296.35	296.35	
2026	202.34	296.35	296.35	296.35	
2027	202.44	296.35	296.35	296.35	
2028	202.54	296.34	296.34	296.34	
2029	202.64	296.34	296.34	296.34	
2030	202.74	296.34	296.34	296.34	
2031	202.84	296.33	296.33	296.33	
2032	202.94	296.33	296.33	296.33	
2033	203.04	296.32	296.32	296.32	
2034	203.14	296.32	296.32	296.32	
2035	203.24	296.32	296.32	296.32	
2036	203.34	296.31	296.31	296.31	
2037	203.44	296.31	296.31	296.31	
2038	203.54	296.31	296.31	296.31	
2039	203.64	296.3	296.3	296.3	
2040	203.74	296.3	296.3	296.3	
2041	203.84	296.3	296.3	296.3	
2042	203.94	296.29	296.29	296.29	
2043	204.04	296.29	296.29	296.29	
2044	204.14	296.29	296.29	296.29	
2045	204.24	296.28	296.28	296.28	
2046	204.34	296.28	296.28	296.28	
2047	204.44	296.27	296.27	296.27	
2048	204.54	296.27	296.27	296.27	
2049	204.64	296.27	296.27	296.27	
2050	204.74	296.26	296.26	296.26	
2051	204.84	296.26	296.26	296.26	
2052	204.94	296.26	296.26	296.26	
2053	205.04	296.25	296.25	296.25	
2054	205.14	296.25	296.25	296.25	
2055	205.24	296.25	296.25	296.25	
2056	205.34	296.24	296.24	296.24	
2057	205.44	296.24	296.24	296.24	
2058	205.54	296.23	296.23	296.23	
2059	205.64	296.23	296.23	296.23	
2060	205.74	296.23	296.23	296.23	
2061	205.84	296.22	296.22	296.22	
2062	205.94	296.22	296.22	296.22	
2063	206.04	296.22	296.22	296.22	
2064	206.14	296.21	296.21	296.21	
2065	206.24	296.21	296.21	296.21	
2066	206.34	296.21	296.21	296.21	
2067	206.44	296.2	296.2	296.2	
2068	206.54	296.2	296.2	296.2	
2069	206.64	296.2	296.2	296.2	
2070	206.74	296.19	296.19	296.19	
2071	206.84	296.19	296.19	296.19	
2072	206.94	296.19	296.19	296.19	
2073	207.04	296.18	296.18	296.18	
2074	207.14	296.18	296.18	296.18	
2075	207.24	296.17	296.17	296.17	
2076	207.34	296.17	296.17	296.17	
2077	207.44	296.17	296.17	296.17	
2078	207.54	296.16	296.16	296.16	
2079	207.64	296.16	296.16	296.16	
2080	207.74	296.16	296.16	296.16	
2081	207.84	296.15	296.15	296.15	
2082	207.94	296.15	296.15	296.15	
2083	208.04	296.15	296.15	296.15	
2084	208.14	296.14	296.14	296.14	
2085	208.24	296.14	296.14	296.14	
2086	208.34	296.14	296.14	296.14	
2087	208.44	296.13	296.13	296.13	
2088	208.54	296.13	296.13	296.13	
2089	208.64	296.12	296.12	296.12	
2090	208.74	296.12	296.12	296.12	
2091	208.84	296.12	296.12	296.12	
2092	208.94	296.11	296.11	296.11	
2093	209.04	296.11	296.11	296.11	
2094	209.14	296.11	296.11	296.11	
2095	209.24	296.1	296.1	296.1	
2096	209.34	296.1	296.1	296.1	
2097	209.44	296.1	296.1	296.1	
2098	209.54	296.09	296.09	296.09	
2099	209.64	296.09	296.09	296.09	
2100	209.74	296.09	296.09	296.09	
2101	209.84	296.08	296.08	296.08	
2102	209.94	296.08	296.08	296.08	
2103	210.04	296.08	296.08	296.08	
2104	210.14	296.07	296.07	296.07	
2105	210.24	296.07	296.07	296.07	
2106	210.34	296.07	296.07	296.07	
2107	210.44	296.06	296.06	296.06	
2108	210.54	296.06	296.06	296.06	
2109	210.64	296.05	296.05	296.05	
2110	210.74	296.05	296.05	296.05	
2111	210.84	296.05	296.05	296.05	
2112	210.94	296.04	296.04	296.04	
2113	211.04	296.04	296.04	296.04	
2114	211.14	296.04	296.04	296.04	
2115	211.24	296.03	296.03	296.03	
2116	211.34	296.03	296.03	296.03	
2117	211.44	296.03	296.03	296.03	
2118	211.54	296.02	296.02	296.02	
2119	211.64	296.02	296.02	296.02	
2120	211.74	296.02	296.02	296.02	
2121	211.84	296.01	296.01	296.01	
2122	211.94	296.01	296.01	296.01	
2123	212.04	296.01	296.01	296.01	
2124	212.14	296.	296.	296.	
2125	212.24	296.	296.	296.	
2126	212.34	296.	296.	296.	
2127	212.44	295.99	295.99	295.99	
2128	212.54	295.99	295.99	295.99	
2129	212.64	295.98	295.98	295.98	
2130	212.74	295.98	295.98	295.98	
2131	212.84	295.98	295.98	295.98	
2132	212.94	295.97	295.97	295.97	
2133	213.04	295.97	295.97	295.97	
2134	213.14	295.97	295.97	295.97	
2135	213.24	295.96	295.96	295.96	
2136	213.34	295.96	295.96	295.96	
2137	213.44	295.96	295.96	295.96	
2138	213.54	295.95	295.95	295.95	
2139	213.64	295.95	295.95	295.95	
2140	213.74	295.95	295.95	295.95	
2141	213.84	295.94	295.94	295.94	
2142	213.94	295.94	295.94	295.94	
2143	214.04	295.94	295.94	295.94	
2144	214.14	295.93	295.93	295.93	
2145	214.24	295.93	295.93	295.93	
2146	214.34	295.93	295.93	295.93	
2147	214.44	295.92	295.92	295.92	
2148	214.54	295.92	295.92	295.92	
2149	214.64	295.92	295.92	295.92	
2150	214.74	295.91	295.91	295.91	
2151	214.84	295.91	295.91	295.91	
2152	214.94	295.91	295.91	295.91	
2153	215.04	295.9	295.9	295.9	
2154	215.14	295.9	295.9	295.9	
2155	215.24	295.9	295.9	295.9	
2156	215.34	295.89	295.89	295.89	
2157	215.44	295.89	295.89	295.89	
2158	215.54	295.88	295.88	295.88	
2159	215.64	295.88	295.88	295.88	
2160	215.74	295.88	295.88	295.88	
2161	215.84	295.87	295.87	295.87	
2162	215.94	295.87	295.87	295.87	
2163	216.04	295.87	295.87	295.87	
2164	216.14	295.86	295.86	295.86	
2165	216.24	295.86	295.86	295.86	
2166	216.34	295.86	295.86	295.86	
2167	216.44	295.85	295.85	295.85	
2168	216.54	295.85	295.85	295.85	
2169	216.64	295.85	295.85	295.85	
2170	216.74	295.84	295.84	295.84	
2171	216.84	295.84	295.84	295.84	
2172	216.94	295.84	295.84	295.84	
2173	217.04	295.83	295.83	295.83	
2174	217.14	295.83	295.83	295.83	
2175	217.24	295.83	295.83	295.83	
2176	217.34	295.82	295.82	295.82	
2177	217.44	295.82	295.82	295.82	
2178	217.54	295.82	295.82	295.82	
2179	217.64	295.81	295.81	295.81	
2180	217.74	295.81	295.81	295.81	
2181	217.84	295.81	295.81	295.81	
2182	217.94	295.8	295.8	295.8	
2183	218.04	295.8	295.8	295.8	
2184	218.14	295.8	295.8	295.8	
2185	218.24	295.79	295.79	295.79	
2186	218.34	295.79	295.79	295.79	
2187	218.44	295.79	295.79	295.79	
2188	218.54	295.78	295.78	295.78	
2189	218.64	295.78	295.78	295.78	
2190	218.74	295.78	295.78	295.78	
2191	218.84	295.77	295.77	295.77	
2192	218.94	295.77	295.77	295.77	
2193	219.04	295.77	295.77	295.77	
2194	219.14	295.76	295.76	295.76	
2195	219.24	295.76	295.76	295.76	
2196	219.34	295.76	295.76	295.76	
2197	219.44	295.75	295.75	295.75	
2198	219.54	295.75	295.75	295.75	
2199	219.64	295.75	295.75	295.75	
2200	219.74	295.74	295.74	295.74	
2201	219.84	295.74	295.74	295.74	
2202	219.94	295.74	295.74	295.74	
2203	220.04	295.73	295.73	295.73	
2204	220.14	295.73	295.73	295.73	
2205	220.24	295.73	295.73	295.73	
2206	220.34	295.72	295.72	295.72	
2207	220.44	295.72	295.72	295.72	
2208	220.54	295.72	295.72	295.72	
2209	220.64	295.71	295.71	295.71	
2210	220.74	295.71	295.71	295.71	
2211	220.84	295.71	295.71	295.71	
2212	220.94	295.7	295.7	295.7	
2213	221.04	295.7	295.7	295.7	
2214	221.14	295.7	295.7	295.7	
2215	221.24	295.69	295.69	295.69	
2216	221.34	295.69	295.69	295.69	
2217	221.44	295.68	295.68	295.68	
2218	221.54	295.68	295.68	295.68	
2219	221.64	295.68	295.68	295.68	
2220	221.74	295.67	295.67	295.67	
2221	221.84	295.67	295.67	295.67	
2222	221.94	295.67	295.67	295.67	
2223	222.04	295.66	295.66	295.66	
2224	222.14	295.66	295.66	295.66	
2225	222.24	295.66	295.66	295.66	
2226	222.34	295.65	295.65	295.65	
2227	222.44	295.65	295.65	295.65	
2228	222.54	295.65	295.65	295.65	
2229	222.64	295.64	295.64	295.64	
