	Time [s]	Minimum [K]	Maximum [K]	Average [K]	
1	1.e-002	310.15	310.15	310.15	
2	2.e-002	310.15	310.15	310.15	
3	5.e-002	310.15	310.15	310.15	
4	0.14	310.15	310.15	310.15	
5	0.24	310.15	310.15	310.15	
6	0.34	310.14	310.14	310.14	
7	0.44	310.15	310.15	310.15	
8	0.54	310.15	310.15	310.15	
9	0.64	310.15	310.15	310.15	
10	0.74	310.15	310.15	310.15	
11	0.84	310.15	310.15	310.15	
12	0.94	310.15	310.15	310.15	
13	1.04	310.15	310.15	310.15	
14	1.14	310.15	310.15	310.15	
15	1.24	310.15	310.15	310.15	
16	1.34	310.15	310.15	310.15	
17	1.44	310.15	310.15	310.15	
18	1.54	310.15	310.15	310.15	
19	1.64	310.15	310.15	310.15	
20	1.74	310.15	310.15	310.15	
21	1.84	310.15	310.15	310.15	
22	1.94	310.15	310.15	310.15	
23	2.04	310.15	310.15	310.15	
24	2.14	310.15	310.15	310.15	
25	2.24	310.15	310.15	310.15	
26	2.34	310.15	310.15	310.15	
27	2.44	310.15	310.15	310.15	
28	2.54	310.15	310.15	310.15	
29	2.64	310.15	310.15	310.15	
30	2.74	310.15	310.15	310.15	
31	2.84	310.15	310.15	310.15	
32	2.94	310.15	310.15	310.15	
33	3.04	310.15	310.15	310.15	
34	3.14	310.15	310.15	310.15	
35	3.24	310.15	310.15	310.15	
36	3.34	310.15	310.15	310.15	
37	3.44	310.15	310.15	310.15	
38	3.54	310.15	310.15	310.15	
39	3.64	310.15	310.15	310.15	
40	3.74	310.15	310.15	310.15	
41	3.84	310.15	310.15	310.15	
42	3.94	310.15	310.15	310.15	
43	4.04	310.15	310.15	310.15	
44	4.14	310.14	310.14	310.14	
45	4.24	310.14	310.14	310.14	
46	4.34	310.14	310.14	310.14	
47	4.44	310.14	310.14	310.14	
48	4.54	310.14	310.14	310.14	
49	4.64	310.14	310.14	310.14	
50	4.74	310.14	310.14	310.14	
51	4.84	310.14	310.14	310.14	
52	4.94	310.14	310.14	310.14	
53	5.04	310.14	310.14	310.14	
54	5.14	310.14	310.14	310.14	
55	5.24	310.14	310.14	310.14	
56	5.34	310.14	310.14	310.14	
57	5.44	310.14	310.14	310.14	
58	5.54	310.14	310.14	310.14	
59	5.64	310.14	310.14	310.14	
60	5.74	310.14	310.14	310.14	
61	5.84	310.14	310.14	310.14	
62	5.94	310.14	310.14	310.14	
63	6.04	310.14	310.14	310.14	
64	6.14	310.14	310.14	310.14	
65	6.24	310.14	310.14	310.14	
66	6.34	310.14	310.14	310.14	
67	6.44	310.14	310.14	310.14	
68	6.54	310.14	310.14	310.14	
69	6.64	310.14	310.14	310.14	
70	6.74	310.14	310.14	310.14	
71	6.84	310.14	310.14	310.14	
72	6.94	310.14	310.14	310.14	
73	7.04	310.14	310.14	310.14	
74	7.14	310.14	310.14	310.14	
75	7.24	310.13	310.13	310.13	
76	7.34	310.13	310.13	310.13	
77	7.44	310.13	310.13	310.13	
78	7.54	310.13	310.13	310.13	
79	7.64	310.13	310.13	310.13	
80	7.74	310.13	310.13	310.13	
81	7.84	310.13	310.13	310.13	
82	7.94	310.13	310.13	310.13	
83	8.04	310.13	310.13	310.13	
84	8.14	310.13	310.13	310.13	
85	8.24	310.13	310.13	310.13	
86	8.34	310.13	310.13	310.13	
87	8.44	310.13	310.13	310.13	
88	8.54	310.12	310.12	310.12	
89	8.64	310.12	310.12	310.12	
90	8.74	310.12	310.12	310.12	
91	8.84	310.12	310.12	310.12	
92	8.94	310.12	310.12	310.12	
93	9.04	310.12	310.12	310.12	
94	9.14	310.12	310.12	310.12	
95	9.24	310.12	310.12	310.12	
96	9.34	310.11	310.11	310.11	
97	9.44	310.11	310.11	310.11	
98	9.54	310.11	310.11	310.11	
99	9.64	310.11	310.11	310.11	
100	9.74	310.11	310.11	310.11	
101	9.84	310.11	310.11	310.11	
102	9.94	310.11	310.11	310.11	
103	10.04	310.1	310.1	310.1	
104	10.14	310.1	310.1	310.1	
105	10.24	310.1	310.1	310.1	
106	10.34	310.1	310.1	310.1	
107	10.44	310.1	310.1	310.1	
108	10.54	310.09	310.09	310.09	
109	10.64	310.09	310.09	310.09	
110	10.74	310.09	310.09	310.09	
111	10.84	310.09	310.09	310.09	
112	10.94	310.09	310.09	310.09	
113	11.04	310.08	310.08	310.08	
114	11.14	310.08	310.08	310.08	
115	11.24	310.08	310.08	310.08	
116	11.34	310.08	310.08	310.08	
117	11.44	310.07	310.07	310.07	
118	11.54	310.07	310.07	310.07	
119	11.64	310.07	310.07	310.07	
120	11.74	310.07	310.07	310.07	
121	11.84	310.06	310.06	310.06	
122	11.94	310.06	310.06	310.06	
123	12.04	310.06	310.06	310.06	
124	12.14	310.06	310.06	310.06	
125	12.24	310.05	310.05	310.05	
126	12.34	310.05	310.05	310.05	
127	12.44	310.05	310.05	310.05	
128	12.54	310.05	310.05	310.05	
129	12.64	310.04	310.04	310.04	
130	12.74	310.04	310.04	310.04	
131	12.84	310.04	310.04	310.04	
132	12.94	310.03	310.03	310.03	
133	13.04	310.03	310.03	310.03	
134	13.14	310.03	310.03	310.03	
135	13.24	310.02	310.02	310.02	
136	13.34	310.02	310.02	310.02	
137	13.44	310.02	310.02	310.02	
138	13.54	310.01	310.01	310.01	
139	13.64	310.01	310.01	310.01	
140	13.74	310.01	310.01	310.01	
141	13.84	310.	310.	310.	
142	13.94	310.	310.	310.	
143	14.04	310.	310.	310.	
144	14.14	309.99	309.99	309.99	
145	14.24	309.99	309.99	309.99	
146	14.34	309.99	309.99	309.99	
147	14.44	309.98	309.98	309.98	
148	14.54	309.98	309.98	309.98	
149	14.64	309.97	309.97	309.97	
150	14.74	309.97	309.97	309.97	
151	14.84	309.97	309.97	309.97	
152	14.94	309.96	309.96	309.96	
153	15.04	309.96	309.96	309.96	
154	15.14	309.95	309.95	309.95	
155	15.24	309.95	309.95	309.95	
156	15.34	309.95	309.95	309.95	
157	15.44	309.94	309.94	309.94	
158	15.54	309.94	309.94	309.94	
159	15.64	309.93	309.93	309.93	
160	15.74	309.93	309.93	309.93	
161	15.84	309.92	309.92	309.92	
162	15.94	309.92	309.92	309.92	
163	16.04	309.92	309.92	309.92	
164	16.14	309.91	309.91	309.91	
165	16.24	309.91	309.91	309.91	
166	16.34	309.9	309.9	309.9	
167	16.44	309.9	309.9	309.9	
168	16.54	309.89	309.89	309.89	
169	16.64	309.89	309.89	309.89	
170	16.74	309.88	309.88	309.88	
171	16.84	309.88	309.88	309.88	
172	16.94	309.87	309.87	309.87	
173	17.04	309.87	309.87	309.87	
174	17.14	309.86	309.86	309.86	
175	17.24	309.86	309.86	309.86	
176	17.34	309.85	309.85	309.85	
177	17.44	309.85	309.85	309.85	
178	17.54	309.84	309.84	309.84	
179	17.64	309.84	309.84	309.84	
180	17.74	309.83	309.83	309.83	
181	17.84	309.83	309.83	309.83	
182	17.94	309.82	309.82	309.82	
183	18.04	309.82	309.82	309.82	
184	18.14	309.81	309.81	309.81	
185	18.24	309.81	309.81	309.81	
186	18.34	309.8	309.8	309.8	
187	18.44	309.8	309.8	309.8	
188	18.54	309.79	309.79	309.79	
189	18.64	309.79	309.79	309.79	
190	18.74	309.78	309.78	309.78	
191	18.84	309.78	309.78	309.78	
192	18.94	309.77	309.77	309.77	
193	19.04	309.77	309.77	309.77	
194	19.14	309.76	309.76	309.76	
195	19.24	309.76	309.76	309.76	
196	19.34	309.75	309.75	309.75	
197	19.44	309.74	309.74	309.74	
198	19.54	309.74	309.74	309.74	
199	19.64	309.73	309.73	309.73	
200	19.74	309.73	309.73	309.73	
201	19.84	309.72	309.72	309.72	
202	19.94	309.72	309.72	309.72	
203	20.04	309.71	309.71	309.71	
204	20.14	309.7	309.7	309.7	
205	20.24	309.7	309.7	309.7	
206	20.34	309.69	309.69	309.69	
207	20.44	309.69	309.69	309.69	
208	20.54	309.68	309.68	309.68	
209	20.64	309.68	309.68	309.68	
210	20.74	309.67	309.67	309.67	
211	20.84	309.66	309.66	309.66	
212	20.94	309.66	309.66	309.66	
213	21.04	309.65	309.65	309.65	
214	21.14	309.65	309.65	309.65	
215	21.24	309.64	309.64	309.64	
216	21.34	309.63	309.63	309.63	
217	21.44	309.63	309.63	309.63	
218	21.54	309.62	309.62	309.62	
219	21.64	309.61	309.61	309.61	
220	21.74	309.61	309.61	309.61	
221	21.84	309.6	309.6	309.6	
222	21.94	309.6	309.6	309.6	
223	22.04	309.59	309.59	309.59	
224	22.14	309.58	309.58	309.58	
225	22.24	309.58	309.58	309.58	
226	22.34	309.57	309.57	309.57	
227	22.44	309.57	309.57	309.57	
228	22.54	309.56	309.56	309.56	
229	22.64	309.55	309.55	309.55	
230	22.74	309.55	309.55	309.55	
231	22.84	309.54	309.54	309.54	
232	22.94	309.53	309.53	309.53	
233	23.04	309.53	309.53	309.53	
234	23.14	309.52	309.52	309.52	
235	23.24	309.51	309.51	309.51	
236	23.34	309.51	309.51	309.51	
237	23.44	309.5	309.5	309.5	
238	23.54	309.49	309.49	309.49	
239	23.64	309.49	309.49	309.49	
240	23.74	309.48	309.48	309.48	
241	23.84	309.47	309.47	309.47	
242	23.94	309.47	309.47	309.47	
243	24.04	309.46	309.46	309.46	
244	24.14	309.45	309.45	309.45	
245	24.24	309.45	309.45	309.45	
246	24.34	309.44	309.44	309.44	
247	24.44	309.43	309.43	309.43	
248	24.54	309.43	309.43	309.43	
249	24.64	309.42	309.42	309.42	
250	24.74	309.41	309.41	309.41	
251	24.84	309.41	309.41	309.41	
252	24.94	309.4	309.4	309.4	
253	25.04	309.39	309.39	309.39	
254	25.14	309.39	309.39	309.39	
255	25.24	309.38	309.38	309.38	
256	25.34	309.37	309.37	309.37	
257	25.44	309.37	309.37	309.37	
258	25.54	309.36	309.36	309.36	
259	25.64	309.35	309.35	309.35	
260	25.74	309.35	309.35	309.35	
261	25.84	309.34	309.34	309.34	
262	25.94	309.33	309.33	309.33	
263	26.04	309.33	309.33	309.33	
264	26.14	309.32	309.32	309.32	
265	26.24	309.31	309.31	309.31	
266	26.34	309.31	309.31	309.31	
267	26.44	309.3	309.3	309.3	
268	26.54	309.29	309.29	309.29	
269	26.64	309.28	309.28	309.28	
270	26.74	309.28	309.28	309.28	
271	26.84	309.27	309.27	309.27	
272	26.94	309.26	309.26	309.26	
273	27.04	309.26	309.26	309.26	
274	27.14	309.25	309.25	309.25	
275	27.24	309.24	309.24	309.24	
276	27.34	309.24	309.24	309.24	
277	27.44	309.23	309.23	309.23	
278	27.54	309.22	309.22	309.22	
279	27.64	309.21	309.21	309.21	
280	27.74	309.21	309.21	309.21	
281	27.84	309.2	309.2	309.2	
282	27.94	309.19	309.19	309.19	
283	28.04	309.19	309.19	309.19	
284	28.14	309.18	309.18	309.18	
285	28.24	309.17	309.17	309.17	
286	28.34	309.16	309.16	309.16	
287	28.44	309.16	309.16	309.16	
288	28.54	309.15	309.15	309.15	
289	28.64	309.14	309.14	309.14	
290	28.74	309.13	309.13	309.13	
291	28.84	309.13	309.13	309.13	
292	28.94	309.12	309.12	309.12	
293	29.04	309.11	309.11	309.11	
294	29.14	309.11	309.11	309.11	
295	29.24	309.1	309.1	309.1	
296	29.34	309.09	309.09	309.09	
297	29.44	309.08	309.08	309.08	
298	29.54	309.08	309.08	309.08	
299	29.64	309.07	309.07	309.07	
300	29.74	309.06	309.06	309.06	
301	29.84	309.05	309.05	309.05	
302	29.94	309.05	309.05	309.05	
303	30.04	309.04	309.04	309.04	
304	30.14	309.03	309.03	309.03	
305	30.24	309.03	309.03	309.03	
306	30.34	309.02	309.02	309.02	
307	30.44	309.01	309.01	309.01	
308	30.54	309.	309.	309.	
309	30.64	309.	309.	309.	
310	30.74	308.99	308.99	308.99	
311	30.84	308.98	308.98	308.98	
312	30.94	308.97	308.97	308.97	
313	31.04	308.97	308.97	308.97	
314	31.14	308.96	308.96	308.96	
315	31.24	308.95	308.95	308.95	
316	31.34	308.94	308.94	308.94	
317	31.44	308.94	308.94	308.94	
318	31.54	308.93	308.93	308.93	
319	31.64	308.92	308.92	308.92	
320	31.74	308.91	308.91	308.91	
321	31.84	308.91	308.91	308.91	
322	31.94	308.9	308.9	308.9	
323	32.04	308.89	308.89	308.89	
324	32.14	308.88	308.88	308.88	
325	32.24	308.88	308.88	308.88	
326	32.34	308.87	308.87	308.87	
327	32.44	308.86	308.86	308.86	
328	32.54	308.85	308.85	308.85	
329	32.64	308.85	308.85	308.85	
330	32.74	308.84	308.84	308.84	
331	32.84	308.83	308.83	308.83	
332	32.94	308.82	308.82	308.82	
333	33.04	308.82	308.82	308.82	
334	33.14	308.81	308.81	308.81	
335	33.24	308.8	308.8	308.8	
336	33.34	308.79	308.79	308.79	
337	33.44	308.79	308.79	308.79	
338	33.54	308.78	308.78	308.78	
339	33.64	308.77	308.77	308.77	
340	33.74	308.76	308.76	308.76	
341	33.84	308.76	308.76	308.76	
342	33.94	308.75	308.75	308.75	
343	34.04	308.74	308.74	308.74	
344	34.14	308.73	308.73	308.73	
345	34.24	308.73	308.73	308.73	
346	34.34	308.72	308.72	308.72	
347	34.44	308.71	308.71	308.71	
348	34.54	308.7	308.7	308.7	
349	34.64	308.7	308.7	308.7	
350	34.74	308.69	308.69	308.69	
351	34.84	308.68	308.68	308.68	
352	34.94	308.67	308.67	308.67	
353	35.04	308.67	308.67	308.67	
354	35.14	308.66	308.66	308.66	
355	35.24	308.65	308.65	308.65	
356	35.34	308.64	308.64	308.64	
357	35.44	308.64	308.64	308.64	
358	35.54	308.63	308.63	308.63	
359	35.64	308.62	308.62	308.62	
360	35.74	308.61	308.61	308.61	
361	35.84	308.6	308.6	308.6	
362	35.94	308.6	308.6	308.6	
363	36.04	308.59	308.59	308.59	
364	36.14	308.58	308.58	308.58	
365	36.24	308.57	308.57	308.57	
366	36.34	308.57	308.57	308.57	
367	36.44	308.56	308.56	308.56	
368	36.54	308.55	308.55	308.55	
369	36.64	308.54	308.54	308.54	
370	36.74	308.54	308.54	308.54	
371	36.84	308.53	308.53	308.53	
372	36.94	308.52	308.52	308.52	
373	37.04	308.51	308.51	308.51	
374	37.14	308.51	308.51	308.51	
375	37.24	308.5	308.5	308.5	
376	37.34	308.49	308.49	308.49	
377	37.44	308.48	308.48	308.48	
378	37.54	308.48	308.48	308.48	
379	37.64	308.47	308.47	308.47	
380	37.74	308.46	308.46	308.46	
381	37.84	308.45	308.45	308.45	
382	37.94	308.44	308.44	308.44	
383	38.04	308.44	308.44	308.44	
384	38.14	308.43	308.43	308.43	
385	38.24	308.42	308.42	308.42	
386	38.34	308.41	308.41	308.41	
387	38.44	308.41	308.41	308.41	
388	38.54	308.4	308.4	308.4	
389	38.64	308.39	308.39	308.39	
390	38.74	308.38	308.38	308.38	
391	38.84	308.38	308.38	308.38	
392	38.94	308.37	308.37	308.37	
393	39.04	308.36	308.36	308.36	
394	39.14	308.35	308.35	308.35	
395	39.24	308.34	308.34	308.34	
396	39.34	308.34	308.34	308.34	
397	39.44	308.33	308.33	308.33	
398	39.54	308.32	308.32	308.32	
399	39.64	308.31	308.31	308.31	
400	39.74	308.31	308.31	308.31	
401	39.84	308.3	308.3	308.3	
402	39.94	308.29	308.29	308.29	
403	40.04	308.28	308.28	308.28	
404	40.14	308.28	308.28	308.28	
405	40.24	308.27	308.27	308.27	
406	40.34	308.26	308.26	308.26	
407	40.44	308.25	308.25	308.25	
408	40.54	308.24	308.24	308.24	
409	40.64	308.24	308.24	308.24	
410	40.74	308.23	308.23	308.23	
411	40.84	308.22	308.22	308.22	
412	40.94	308.21	308.21	308.21	
413	41.04	308.21	308.21	308.21	
414	41.14	308.2	308.2	308.2	
415	41.24	308.19	308.19	308.19	
416	41.34	308.18	308.18	308.18	
417	41.44	308.18	308.18	308.18	
418	41.54	308.17	308.17	308.17	
419	41.64	308.16	308.16	308.16	
420	41.74	308.15	308.15	308.15	
421	41.84	308.15	308.15	308.15	
422	41.94	308.14	308.14	308.14	
423	42.04	308.13	308.13	308.13	
424	42.14	308.12	308.12	308.12	
425	42.24	308.11	308.11	308.11	
426	42.34	308.11	308.11	308.11	
427	42.44	308.1	308.1	308.1	
428	42.54	308.09	308.09	308.09	
429	42.64	308.08	308.08	308.08	
430	42.74	308.08	308.08	308.08	
431	42.84	308.07	308.07	308.07	
432	42.94	308.06	308.06	308.06	
433	43.04	308.05	308.05	308.05	
434	43.14	308.05	308.05	308.05	
435	43.24	308.04	308.04	308.04	
436	43.34	308.03	308.03	308.03	
437	43.44	308.02	308.02	308.02	
438	43.54	308.01	308.01	308.01	
439	43.64	308.01	308.01	308.01	
440	43.74	308.	308.	308.	
441	43.84	307.99	307.99	307.99	
442	43.94	307.98	307.98	307.98	
443	44.04	307.98	307.98	307.98	
444	44.14	307.97	307.97	307.97	
445	44.24	307.96	307.96	307.96	
446	44.34	307.95	307.95	307.95	
447	44.44	307.95	307.95	307.95	
448	44.54	307.94	307.94	307.94	
449	44.64	307.93	307.93	307.93	
450	44.74	307.92	307.92	307.92	
451	44.84	307.92	307.92	307.92	
452	44.94	307.91	307.91	307.91	
453	45.04	307.9	307.9	307.9	
454	45.14	307.89	307.89	307.89	
455	45.24	307.88	307.88	307.88	
456	45.34	307.88	307.88	307.88	
457	45.44	307.87	307.87	307.87	
458	45.54	307.86	307.86	307.86	
459	45.64	307.85	307.85	307.85	
460	45.74	307.85	307.85	307.85	
461	45.84	307.84	307.84	307.84	
462	45.94	307.83	307.83	307.83	
463	46.04	307.82	307.82	307.82	
464	46.14	307.82	307.82	307.82	
465	46.24	307.81	307.81	307.81	
466	46.34	307.8	307.8	307.8	
467	46.44	307.79	307.79	307.79	
468	46.54	307.79	307.79	307.79	
469	46.64	307.78	307.78	307.78	
470	46.74	307.77	307.77	307.77	
471	46.84	307.76	307.76	307.76	
472	46.94	307.76	307.76	307.76	
473	47.04	307.75	307.75	307.75	
474	47.14	307.74	307.74	307.74	
475	47.24	307.73	307.73	307.73	
476	47.34	307.73	307.73	307.73	
477	47.44	307.72	307.72	307.72	
478	47.54	307.71	307.71	307.71	
479	47.64	307.7	307.7	307.7	
480	47.74	307.69	307.69	307.69	
481	47.84	307.69	307.69	307.69	
482	47.94	307.68	307.68	307.68	
483	48.04	307.67	307.67	307.67	
484	48.14	307.66	307.66	307.66	
485	48.24	307.66	307.66	307.66	
486	48.34	307.65	307.65	307.65	
487	48.44	307.64	307.64	307.64	
488	48.54	307.63	307.63	307.63	
489	48.64	307.63	307.63	307.63	
490	48.74	307.62	307.62	307.62	
491	48.84	307.61	307.61	307.61	
492	48.94	307.6	307.6	307.6	
493	49.04	307.6	307.6	307.6	
494	49.14	307.59	307.59	307.59	
495	49.24	307.58	307.58	307.58	
496	49.34	307.57	307.57	307.57	
497	49.44	307.57	307.57	307.57	
498	49.54	307.56	307.56	307.56	
499	49.64	307.55	307.55	307.55	
500	49.74	307.54	307.54	307.54	
501	49.84	307.54	307.54	307.54	
502	49.94	307.53	307.53	307.53	
503	50.04	307.52	307.52	307.52	
504	50.14	307.51	307.51	307.51	
505	50.24	307.51	307.51	307.51	
506	50.34	307.5	307.5	307.5	
507	50.44	307.49	307.49	307.49	
508	50.54	307.48	307.48	307.48	
509	50.64	307.48	307.48	307.48	
510	50.74	307.47	307.47	307.47	
511	50.84	307.46	307.46	307.46	
512	50.94	307.45	307.45	307.45	
513	51.04	307.45	307.45	307.45	
514	51.14	307.44	307.44	307.44	
515	51.24	307.43	307.43	307.43	
516	51.34	307.42	307.42	307.42	
517	51.44	307.42	307.42	307.42	
518	51.54	307.41	307.41	307.41	
519	51.64	307.4	307.4	307.4	
520	51.74	307.39	307.39	307.39	
521	51.84	307.39	307.39	307.39	
522	51.94	307.38	307.38	307.38	
523	52.04	307.37	307.37	307.37	
524	52.14	307.36	307.36	307.36	
525	52.24	307.36	307.36	307.36	
526	52.34	307.35	307.35	307.35	
527	52.44	307.34	307.34	307.34	
528	52.54	307.33	307.33	307.33	
529	52.64	307.33	307.33	307.33	
530	52.74	307.32	307.32	307.32	
531	52.84	307.31	307.31	307.31	
532	52.94	307.3	307.3	307.3	
533	53.04	307.3	307.3	307.3	
534	53.14	307.29	307.29	307.29	
535	53.24	307.28	307.28	307.28	
536	53.34	307.27	307.27	307.27	
537	53.44	307.27	307.27	307.27	
538	53.54	307.26	307.26	307.26	
539	53.64	307.25	307.25	307.25	
540	53.74	307.24	307.24	307.24	
541	53.84	307.24	307.24	307.24	
542	53.94	307.23	307.23	307.23	
543	54.04	307.22	307.22	307.22	
544	54.14	307.21	307.21	307.21	
545	54.24	307.21	307.21	307.21	
546	54.34	307.2	307.2	307.2	
547	54.44	307.19	307.19	307.19	
548	54.54	307.18	307.18	307.18	
549	54.64	307.18	307.18	307.18	
550	54.74	307.17	307.17	307.17	
551	54.84	307.16	307.16	307.16	
552	54.94	307.15	307.15	307.15	
553	55.04	307.15	307.15	307.15	
554	55.14	307.14	307.14	307.14	
555	55.24	307.13	307.13	307.13	
556	55.34	307.13	307.13	307.13	
557	55.44	307.12	307.12	307.12	
558	55.54	307.11	307.11	307.11	
559	55.64	307.1	307.1	307.1	
560	55.74	307.1	307.1	307.1	
561	55.84	307.09	307.09	307.09	
562	55.94	307.08	307.08	307.08	
563	56.04	307.07	307.07	307.07	
564	56.14	307.07	307.07	307.07	
565	56.24	307.06	307.06	307.06	
566	56.34	307.05	307.05	307.05	
567	56.44	307.04	307.04	307.04	
568	56.54	307.04	307.04	307.04	
569	56.64	307.03	307.03	307.03	
570	56.74	307.02	307.02	307.02	
571	56.84	307.01	307.01	307.01	
572	56.94	307.01	307.01	307.01	
573	57.04	307.	307.	307.	
574	57.14	306.99	306.99	306.99	
575	57.24	306.99	306.99	306.99	
576	57.34	306.98	306.98	306.98	
577	57.44	306.97	306.97	306.97	
578	57.54	306.96	306.96	306.96	
579	57.64	306.96	306.96	306.96	
580	57.74	306.95	306.95	306.95	
581	57.84	306.94	306.94	306.94	
582	57.94	306.93	306.93	306.93	
583	58.04	306.93	306.93	306.93	
584	58.14	306.92	306.92	306.92	
585	58.24	306.91	306.91	306.91	
586	58.34	306.91	306.91	306.91	
587	58.44	306.9	306.9	306.9	
588	58.54	306.89	306.89	306.89	
589	58.64	306.88	306.88	306.88	
590	58.74	306.88	306.88	306.88	
591	58.84	306.87	306.87	306.87	
592	58.94	306.86	306.86	306.86	
593	59.04	306.85	306.85	306.85	
594	59.14	306.85	306.85	306.85	
595	59.24	306.84	306.84	306.84	
596	59.34	306.83	306.83	306.83	
597	59.44	306.83	306.83	306.83	
598	59.54	306.82	306.82	306.82	
599	59.64	306.81	306.81	306.81	
600	59.74	306.8	306.8	306.8	
601	59.84	306.8	306.8	306.8	
602	59.94	306.79	306.79	306.79	
603	60.04	306.78	306.78	306.78	
604	60.14	306.77	306.77	306.77	
605	60.24	306.77	306.77	306.77	
606	60.34	306.76	306.76	306.76	
607	60.44	306.75	306.75	306.75	
608	60.54	306.75	306.75	306.75	
609	60.64	306.74	306.74	306.74	
610	60.74	306.73	306.73	306.73	
611	60.84	306.72	306.72	306.72	
612	60.94	306.72	306.72	306.72	
613	61.04	306.71	306.71	306.71	
614	61.14	306.7	306.7	306.7	
615	61.24	306.7	306.7	306.7	
616	61.34	306.69	306.69	306.69	
617	61.44	306.68	306.68	306.68	
618	61.54	306.67	306.67	306.67	
619	61.64	306.67	306.67	306.67	
620	61.74	306.66	306.66	306.66	
621	61.84	306.65	306.65	306.65	
622	61.94	306.65	306.65	306.65	
623	62.04	306.64	306.64	306.64	
624	62.14	306.63	306.63	306.63	
625	62.24	306.62	306.62	306.62	
626	62.34	306.62	306.62	306.62	
627	62.44	306.61	306.61	306.61	
628	62.54	306.6	306.6	306.6	
629	62.64	306.6	306.6	306.6	
630	62.74	306.59	306.59	306.59	
631	62.84	306.58	306.58	306.58	
632	62.94	306.57	306.57	306.57	
633	63.04	306.57	306.57	306.57	
634	63.14	306.56	306.56	306.56	
635	63.24	306.55	306.55	306.55	
636	63.34	306.55	306.55	306.55	
637	63.44	306.54	306.54	306.54	
638	63.54	306.53	306.53	306.53	
639	63.64	306.52	306.52	306.52	
640	63.74	306.52	306.52	306.52	
641	63.84	306.51	306.51	306.51	
642	63.94	306.5	306.5	306.5	
643	64.04	306.5	306.5	306.5	
644	64.14	306.49	306.49	306.49	
645	64.24	306.48	306.48	306.48	
646	64.34	306.47	306.47	306.47	
647	64.44	306.47	306.47	306.47	
648	64.54	306.46	306.46	306.46	
649	64.64	306.45	306.45	306.45	
650	64.74	306.45	306.45	306.45	
651	64.84	306.44	306.44	306.44	
652	64.94	306.43	306.43	306.43	
653	65.04	306.42	306.42	306.42	
654	65.14	306.42	306.42	306.42	
655	65.24	306.41	306.41	306.41	
656	65.34	306.4	306.4	306.4	
657	65.44	306.4	306.4	306.4	
658	65.54	306.39	306.39	306.39	
659	65.64	306.38	306.38	306.38	
660	65.74	306.38	306.38	306.38	
661	65.84	306.37	306.37	306.37	
662	65.94	306.36	306.36	306.36	
663	66.04	306.35	306.35	306.35	
664	66.14	306.35	306.35	306.35	
665	66.24	306.34	306.34	306.34	
666	66.34	306.33	306.33	306.33	
667	66.44	306.33	306.33	306.33	
668	66.54	306.32	306.32	306.32	
669	66.64	306.31	306.31	306.31	
670	66.74	306.31	306.31	306.31	
671	66.84	306.3	306.3	306.3	
672	66.94	306.29	306.29	306.29	
673	67.04	306.28	306.28	306.28	
674	67.14	306.28	306.28	306.28	
675	67.24	306.27	306.27	306.27	
676	67.34	306.26	306.26	306.26	
677	67.44	306.26	306.26	306.26	
678	67.54	306.25	306.25	306.25	
679	67.64	306.24	306.24	306.24	
680	67.74	306.24	306.24	306.24	
681	67.84	306.23	306.23	306.23	
682	67.94	306.22	306.22	306.22	
683	68.04	306.21	306.21	306.21	
684	68.14	306.21	306.21	306.21	
685	68.24	306.2	306.2	306.2	
686	68.34	306.19	306.19	306.19	
687	68.44	306.19	306.19	306.19	
688	68.54	306.18	306.18	306.18	
689	68.64	306.17	306.17	306.17	
690	68.74	306.17	306.17	306.17	
691	68.84	306.16	306.16	306.16	
692	68.94	306.15	306.15	306.15	
693	69.04	306.15	306.15	306.15	
694	69.14	306.14	306.14	306.14	
695	69.24	306.13	306.13	306.13	
696	69.34	306.12	306.12	306.12	
697	69.44	306.12	306.12	306.12	
698	69.54	306.11	306.11	306.11	
699	69.64	306.1	306.1	306.1	
700	69.74	306.1	306.1	306.1	
701	69.84	306.09	306.09	306.09	
702	69.94	306.08	306.08	306.08	
703	70.04	306.08	306.08	306.08	
704	70.14	306.07	306.07	306.07	
705	70.24	306.06	306.06	306.06	
706	70.34	306.06	306.06	306.06	
707	70.44	306.05	306.05	306.05	
708	70.54	306.04	306.04	306.04	
709	70.64	306.03	306.03	306.03	
710	70.74	306.03	306.03	306.03	
711	70.84	306.02	306.02	306.02	
712	70.94	306.01	306.01	306.01	
713	71.04	306.01	306.01	306.01	
714	71.14	306.	306.	306.	
715	71.24	305.99	305.99	305.99	
716	71.34	305.99	305.99	305.99	
717	71.44	305.98	305.98	305.98	
718	71.54	305.97	305.97	305.97	
719	71.64	305.97	305.97	305.97	
720	71.74	305.96	305.96	305.96	
721	71.84	305.95	305.95	305.95	
722	71.94	305.95	305.95	305.95	
723	72.04	305.94	305.94	305.94	
724	72.14	305.93	305.93	305.93	
725	72.24	305.93	305.93	305.93	
726	72.34	305.92	305.92	305.92	
727	72.44	305.91	305.91	305.91	
728	72.54	305.91	305.91	305.91	
729	72.64	305.9	305.9	305.9	
730	72.74	305.89	305.89	305.89	
731	72.84	305.88	305.88	305.88	
732	72.94	305.88	305.88	305.88	
733	73.04	305.87	305.87	305.87	
734	73.14	305.86	305.86	305.86	
735	73.24	305.86	305.86	305.86	
736	73.34	305.85	305.85	305.85	
